,term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
375,abbey,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
376,abbreviated,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
377,abby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,abc,0,0,3,3,0,2,2,0,0,0,1,0,1,0,0,1
379,abdomen,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
380,abduction,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
381,abdul,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
382,abe,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2
383,abhors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
384,abide,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
385,abiding,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1
386,abilities,0,1,22,2,0,2,0,0,4,1,3,6,1,2,3,2
387,ablaze,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
388,abnormal,0,0,3,0,0,2,1,1,3,1,0,0,0,0,0,0
389,aboard,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
390,abode,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
391,abolish,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
392,abolition,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
393,aboriginal,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
394,abortion,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
395,aboveground,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
396,abraham,0,0,0,1,0,0,8,0,3,0,2,1,0,0,1,0
397,abroad,0,0,0,0,5,3,2,2,0,0,0,1,0,1,0,2
398,abruptly,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1
399,absence,0,0,1,3,0,6,3,1,1,0,1,0,1,0,5,3
400,absent,0,0,3,0,0,0,0,0,0,0,0,0,2,2,1,0
401,absorb,1,0,0,4,2,0,2,0,2,3,2,1,1,1,0,2
402,absorbed,1,0,2,1,1,2,0,1,2,0,1,1,2,1,0,1
403,absorbent,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
404,absorber,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
405,absorbing,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2
406,absorbs,0,0,0,1,0,0,1,0,0,0,2,1,1,2,0,1
407,absorption,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,1
408,abstracted,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
409,abstraction,0,0,1,0,0,3,2,1,1,2,0,2,0,0,0,0
410,abstractly,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
411,absurd,0,0,0,0,1,3,0,0,1,0,0,2,1,0,1,3
412,absurdity,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
413,abu,0,0,0,1,2,1,6,0,2,2,0,1,0,1,0,0
414,abundance,0,0,2,2,1,0,1,1,1,0,7,4,3,2,1,4
415,abundant,0,2,0,0,0,2,0,2,1,0,5,5,1,3,1,0
416,abuse,2,0,1,0,3,7,7,0,1,0,3,4,7,4,2,1
417,abused,1,0,0,0,3,0,1,0,2,0,0,0,2,1,1,1
418,abuses,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0
419,abusing,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
420,abusive,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0
421,abyss,0,0,5,0,0,1,0,4,3,0,0,0,1,0,1,0
422,abzug,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
423,academia,0,0,0,1,0,1,0,5,0,0,1,1,0,0,1,0
424,academically,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
425,academics,0,0,1,0,2,0,0,0,4,0,0,0,1,1,1,0
426,academy,1,1,0,0,0,0,0,4,0,8,15,0,1,2,5,5
427,accelerate,0,0,0,1,1,1,3,1,1,1,3,4,2,1,1,3
428,accelerated,0,0,0,0,0,1,1,0,0,1,1,3,4,3,1,1
429,accelerates,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
430,accelerating,0,0,0,8,3,0,1,0,3,1,2,1,5,2,2,0
431,acceleration,2,0,0,4,0,4,0,0,0,2,2,2,0,0,1,2
432,accelerator,2,0,0,3,0,1,3,0,0,0,0,0,1,0,0,2
433,accelerators,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
434,accelerometers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
435,accent,1,0,0,0,0,0,0,1,1,1,3,1,0,3,7,0
436,accents,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0
437,accentuate,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
438,acceptable,1,0,0,3,0,1,0,0,1,1,1,0,2,0,1,4
439,acceptance,0,2,1,0,0,0,0,0,0,0,0,2,0,1,2,0
440,accepting,1,0,0,0,0,2,0,1,0,1,0,0,3,0,2,0
441,accepts,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
442,accessed,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
443,accessibility,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0
444,accessible,0,2,0,0,4,4,2,4,2,6,3,2,5,3,2,5
445,accessing,0,0,0,6,1,0,0,0,0,1,0,0,1,2,0,3
446,accessories,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
447,accessory,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
448,accident,2,1,3,0,5,6,8,0,2,2,5,11,7,4,6,4
449,accidental,2,0,0,0,3,2,1,0,0,0,0,0,1,0,2,1
450,accidentally,0,3,1,0,0,0,2,0,0,0,0,1,0,1,1,3
451,accidents,5,2,0,0,2,7,3,1,8,1,0,8,2,6,0,1
452,accommodate,3,0,1,1,3,0,0,0,0,1,1,0,3,0,0,0
453,accommodated,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
454,accommodation,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
455,accommodations,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
456,accompanied,0,1,0,1,0,1,2,3,0,1,0,0,2,1,1,2
457,accompanies,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
458,accompany,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
459,accomplish,0,1,1,0,1,1,2,1,2,0,3,0,2,4,4,1
460,accomplished,1,2,2,2,2,0,0,4,1,3,0,1,3,2,6,1
461,accomplishing,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
462,accomplishment,0,0,1,0,1,0,0,2,1,0,1,0,1,4,1,1
463,accomplishments,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0
464,accord,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
465,accordingly,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
466,accordion,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
467,account,0,2,5,2,3,7,4,1,12,2,2,3,17,4,4,8
468,accountability,0,0,0,0,2,0,0,3,5,0,0,0,1,0,3,2
469,accountable,0,0,1,0,1,0,1,1,3,0,0,0,0,0,4,5
470,accountant,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1
471,accountants,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
472,accounted,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0
473,accounting,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0
474,accounts,0,0,1,2,2,4,0,3,2,0,0,1,4,3,1,1
475,accredited,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
476,accretion,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
477,accrue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
478,accumbens,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
479,accumulate,0,2,0,0,0,0,0,1,0,3,1,0,0,0,0,3
480,accumulated,2,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2
481,accumulating,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,4
482,accumulation,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,4
483,accuracy,0,0,0,0,1,0,1,1,1,1,0,2,4,1,7,7
484,accurate,0,3,3,1,2,4,3,1,1,6,2,6,6,7,4,5
485,accurately,0,0,2,2,0,0,1,0,1,0,1,3,2,5,2,1
486,accusations,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
487,accused,1,0,0,0,1,1,0,1,0,0,1,3,0,0,2,1
488,accustomed,0,0,0,1,0,2,0,0,3,0,0,2,2,0,0,2
489,ace,0,0,1,8,0,0,1,0,0,2,0,0,1,0,0,0
490,acetate,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
491,achievable,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1
492,achieved,1,0,1,0,1,4,5,1,3,3,1,4,4,4,7,2
493,achievement,0,1,3,0,4,3,4,1,1,1,1,1,2,1,5,2
494,achievements,0,1,1,0,0,0,1,2,0,2,1,2,0,0,1,1
495,achieving,0,1,1,0,1,2,1,1,2,1,1,0,0,0,4,3
496,achilles,0,0,1,1,0,0,5,0,2,0,0,0,0,0,1,1
497,acid,1,4,0,1,4,2,2,1,3,4,2,1,2,1,1,3
498,acidic,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
499,acids,1,1,2,0,0,1,4,1,2,0,1,0,0,0,0,2
500,acknowledge,1,2,2,1,0,2,0,7,0,1,1,4,4,4,1,6
501,acknowledged,0,0,0,0,0,0,2,0,0,0,1,1,3,0,1,0
502,acknowledges,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
503,acknowledging,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
504,acknowledgment,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
505,aclu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
506,acne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
507,acoustic,0,0,0,1,4,0,2,0,0,1,0,3,0,2,0,3
508,acoustically,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
509,acousticians,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,acoustics,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,acquaintances,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
512,acquire,0,1,4,0,2,0,1,0,0,1,2,0,0,1,0,1
513,acquired,0,0,3,0,2,1,0,1,1,0,0,2,2,2,0,2
514,acquiring,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0
515,acquisition,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0
516,acre,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
517,acres,1,0,4,4,3,2,2,1,0,1,0,1,3,1,1,0
518,acronym,0,1,0,2,0,1,1,4,0,0,0,0,0,0,2,1
519,acrylic,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
520,acted,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0
521,actions,0,1,2,1,3,0,2,5,2,1,5,4,9,7,9,11
522,activate,0,0,0,0,0,0,2,0,0,6,0,3,3,2,1,2
523,activated,0,0,0,0,1,1,0,7,1,6,2,0,0,2,0,2
524,activates,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
525,activating,0,0,0,1,0,1,0,1,0,0,0,0,1,2,2,1
526,activation,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,1
527,activator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
528,actively,2,1,2,0,2,1,1,1,1,2,1,1,0,0,0,3
529,activism,0,0,0,0,0,1,0,1,0,1,1,1,3,1,7,0
530,activist,0,2,0,0,1,1,0,1,1,0,0,3,4,3,3,0
531,activists,0,1,1,1,4,1,1,1,1,0,0,2,3,4,0,1
532,activities,0,0,5,2,0,6,4,4,1,5,2,1,9,5,2,6
533,actor,0,6,1,0,0,4,1,14,0,8,1,1,0,3,2,1
534,actors,0,2,2,1,0,0,1,8,1,2,1,2,0,5,1,4
535,actresses,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
536,acts,0,2,1,3,2,2,3,4,5,9,1,2,8,4,3,4
537,actualization,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
538,actuation,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
539,actuator,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
540,actuators,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
541,acuity,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
542,acumen,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0
543,acupuncture,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
544,acute,0,3,0,2,3,2,2,0,2,0,1,0,0,1,0,1
545,acutely,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
546,ad,8,12,5,0,0,4,5,0,3,2,4,2,0,5,1,5
547,ada,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
548,adage,0,0,3,0,0,2,0,1,0,1,0,0,0,1,1,0
549,adam,0,0,1,0,0,1,9,3,1,1,3,5,28,1,1,0
550,adams,4,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
551,adapt,4,2,0,3,2,2,2,3,3,5,1,3,1,3,3,2
552,adaptability,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
553,adaptable,0,0,0,0,1,1,0,0,0,0,0,0,2,4,0,3
554,adaptation,0,0,2,1,1,0,4,0,1,0,3,2,1,2,0,1
555,adaptations,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0
556,adapted,1,1,0,4,1,2,8,5,2,3,0,3,2,1,2,3
557,adapting,2,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1
558,adaptive,0,2,1,0,0,1,2,0,3,2,3,3,0,2,0,1
559,adapts,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
560,addict,0,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0
561,addicted,0,1,1,0,2,2,3,1,0,0,0,0,0,0,2,1
562,addiction,0,0,0,0,0,0,8,2,1,5,1,1,2,2,1,4
563,addictions,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
564,addictive,0,0,1,1,2,0,3,0,0,1,0,0,0,1,0,1
565,addicts,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2
566,adding,0,1,0,6,3,3,1,3,3,1,5,1,5,3,4,3
567,addition,0,2,6,7,2,10,2,6,11,7,2,6,9,6,4,12
568,additional,1,0,1,3,0,4,2,3,2,1,3,0,6,3,3,4
569,additionally,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0
570,additive,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0
571,additives,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
572,addressed,2,0,0,2,2,1,0,1,1,0,2,1,1,1,1,1
573,addresses,0,1,0,0,1,0,0,0,2,1,0,2,0,2,4,2
574,addressing,0,0,0,0,0,2,1,1,3,1,1,1,1,1,1,0
575,adds,0,0,0,3,3,1,0,0,1,1,2,1,3,1,0,0
576,adeno,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
577,adept,0,0,0,1,0,0,2,0,0,0,1,3,0,0,0,0
578,adequate,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,3
579,adequately,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
580,adhd,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3
581,adheres,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
582,adhesion,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
583,adhesive,2,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0
584,adidas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
585,adipose,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
586,adjacent,1,1,0,2,0,2,0,1,1,3,0,2,1,3,0,1
587,adjective,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
588,adjust,9,2,0,1,2,2,0,3,2,1,1,2,1,1,0,2
589,adjusted,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0
590,adjusting,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0
591,adjustments,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2
592,adjusts,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2
593,admin,0,1,0,10,0,0,0,0,1,1,0,0,0,0,0,0
594,administer,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,administration,3,2,0,5,4,2,11,1,3,0,1,2,2,1,0,5
596,administrations,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
597,administrative,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0
598,administrator,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
599,administrators,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
600,admiral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
601,admiration,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0
602,admire,1,0,1,2,1,0,0,2,1,0,0,4,1,1,2,1
603,admired,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1
604,admiring,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
605,admission,1,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0
606,admits,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
607,admitted,0,3,0,1,0,1,0,2,0,0,0,1,5,2,1,2
608,admittedly,0,0,1,0,0,0,1,0,0,0,3,1,2,0,1,1
609,admitting,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0
610,adobe,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
611,adolescence,0,1,0,0,0,0,0,1,1,0,2,1,2,2,1,3
612,adolescent,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,1
613,adolescents,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
614,adopt,0,0,0,2,1,2,0,0,3,3,3,4,3,0,1,0
615,adopted,3,1,1,4,0,1,2,1,3,0,3,3,1,7,6,5
616,adopter,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
617,adopting,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
618,adoption,0,0,1,1,0,1,0,0,2,0,0,0,0,1,2,1
619,adorable,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3
620,adoration,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
621,adore,1,0,0,0,0,2,3,1,0,0,0,0,0,1,2,2
622,adored,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
623,adrenaline,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0
624,adrian,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
625,adrift,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
626,ads,1,7,8,1,3,1,3,5,1,0,0,4,0,1,0,2
627,adsense,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
628,adult,3,3,5,2,0,6,3,7,8,3,3,12,11,8,7,7
629,adultery,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
630,adulthood,0,2,1,0,0,1,0,0,0,0,0,6,0,6,0,2
631,adults,5,2,2,0,4,9,4,3,15,6,2,8,11,1,13,4
632,advance,0,2,4,1,2,1,2,1,4,2,1,3,6,4,2,3
633,advancement,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1
634,advancements,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3
635,advances,2,0,0,1,0,2,0,1,5,4,0,2,4,4,1,4
636,advancing,0,0,0,2,0,0,0,0,0,0,3,0,2,3,1,0
637,advantageous,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
638,advantages,0,2,1,1,1,2,0,2,1,0,2,1,1,0,3,1
639,advent,0,0,0,0,0,0,0,2,2,0,1,2,0,1,1,1
640,adventure,1,4,2,3,0,2,3,2,4,2,1,4,6,3,5,2
641,adventurer,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
642,adventures,0,1,0,1,0,1,0,1,0,2,1,1,2,0,1,0
643,adventurous,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0
644,adversarial,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
645,adversaries,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0
646,adversary,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
647,adverse,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
648,adversities,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
649,adversity,0,2,3,0,0,0,0,0,0,0,0,1,2,0,0,0
650,advert,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0
651,advertise,0,0,3,0,0,0,0,0,0,1,0,3,0,0,1,0
652,advertised,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
653,advertisement,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
654,advertisements,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0
655,advertisers,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2
656,advertising,1,8,6,0,0,0,1,4,3,9,1,7,1,1,5,2
657,adverts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
658,advice,2,4,5,0,6,4,0,4,2,3,2,6,1,9,1,5
659,advise,0,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0
660,advised,0,0,3,0,0,3,0,0,1,1,0,0,0,1,1,0
661,advisedly,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
662,adviser,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
663,advisers,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0
664,advisor,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
665,advisors,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
666,advisory,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
667,advocacy,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,3
668,advocate,0,0,0,0,1,0,3,3,0,0,3,1,2,2,1,1
669,advocates,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,2
670,advocating,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
671,aerial,2,1,0,0,0,1,1,0,1,0,2,0,0,1,1,1
672,aerobic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
673,aerodynamic,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0
674,aerodynamics,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
675,aeronautical,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
676,aeronautics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,aerospace,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
678,aerovironment,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679,aesthetic,6,0,2,1,0,2,2,6,7,2,0,0,4,3,2,0
680,aesthetical,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
681,aesthetics,1,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0
682,afar,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0
683,affair,0,0,0,0,0,0,1,0,2,1,0,0,1,28,2,0
684,affairs,0,2,1,3,1,2,1,2,0,1,2,0,0,14,4,1
685,affected,2,1,1,9,2,3,2,2,6,3,0,3,9,1,6,0
686,affecting,0,1,1,1,1,0,0,0,2,0,1,2,3,0,3,0
687,affection,2,1,0,0,4,1,0,1,0,0,0,0,0,2,0,2
688,affectionate,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
689,affectionately,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
690,affects,1,4,2,1,1,1,0,1,2,2,2,3,5,2,3,4
691,affiliated,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
692,affiliation,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
693,affinity,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
694,affirm,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
695,affirmation,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
696,affirmations,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
697,affirmative,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
698,affirmed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
699,affliction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
700,affluence,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0
701,affluent,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
702,affordability,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
703,affordable,0,1,0,4,1,0,1,6,0,4,2,2,6,2,4,5
704,afforded,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0
705,afghan,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
706,afghanistan,0,3,3,1,5,4,0,2,1,14,0,2,5,2,0,5
707,aficionado,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
708,afoot,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
709,african,1,0,5,6,6,17,15,13,3,2,9,6,11,6,29,23
710,africans,0,1,0,3,1,4,2,0,2,0,0,1,0,0,14,4
711,afterglow,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0
712,afterlife,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1
713,aftermath,0,2,0,1,0,1,2,0,0,0,0,1,1,2,1,1
714,afternoon,5,1,0,4,1,4,9,4,2,3,4,2,3,1,2,1
715,afternoons,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
716,afterward,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
717,ag,0,0,0,1,0,0,3,0,0,1,0,0,1,3,4,0
718,aged,0,0,0,0,0,2,5,3,2,3,3,2,4,0,0,3
719,ageless,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
720,agencies,0,1,0,1,4,1,0,0,1,4,1,4,4,2,1,0
721,agency,0,2,0,4,3,2,6,6,4,2,0,3,5,3,8,1
722,agenda,1,1,0,3,3,1,0,0,5,1,0,4,1,1,0,4
723,agendas,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
724,agent,5,0,1,1,0,1,1,1,7,0,2,0,4,7,1,1
725,agents,1,0,0,2,1,1,1,3,3,0,0,1,3,9,3,3
726,ages,4,1,0,5,2,7,4,2,5,2,5,3,5,2,4,5
727,aggregate,0,2,0,3,1,0,0,1,1,0,0,0,1,1,2,1
728,aggregated,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
729,aggregates,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
730,aggregating,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
731,aggression,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,1
732,aggressive,4,0,3,0,2,2,2,1,1,2,0,5,1,2,1,3
733,aggressively,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
734,agile,0,0,0,0,0,0,0,0,0,1,4,2,3,0,0,0
735,agility,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
736,aging,0,4,1,0,3,1,1,5,1,1,2,1,6,2,1,15
737,agnostic,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
738,agnostics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
739,agonizing,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
