,subject,verb,object,TalkID
45222,i,help,[you],1114
45223,we,get,"[ta, figure, out, which, brands]",1114
45224,we,get,[places],1114
45225,i,think,"["", turn, the, camera, off, "", meant, let, 's, have, an, off, -, the, -, record, conversation]",1114
45226,'s,have,[conversation],1114
45227,we,want,[nothing],1114
45228,none,want,[anything],1114
45229,they,want,[nothing],1114
45230,i,think,[concept],1114
45231,people,see,[it],1114
45232,that,go,"[to, get, that, message, to, the, masses]",1114
45233,i,think,[what],1114
45234,idea,have,[flaw],1114
45235,image,represent,[what],1114
45236,you,do,"[image, search]",1114
45237,i,like,[way],1114
45238,we,hear,[lot],1114
45239,politicians,say,[it],1114
45240,president,say,[it],1114
45241,ceo,say,[it],1114
45242,i,start,"[talking, to, companies, and, telling, them, that, we, wanted, to, tell, this, story]",1114
45243,we,want,"[to, tell, this, story]",1114
45244,you,tell,[story],1114
45245,we,want,"[to, tell, our, story]",1114
45246,you,tell,[story],1114
45247,we,want,"[to, tell, our, story]",1114
45248,father,catch,[me],1114
45249,he,give,[look],1114
45250,he,give,[me],1114
45251,we,want,"[to, tell, the, real, story]",1114
45252,i,know,"[john, bond, richard, kirshenbaum]",1114
45253,i,have,"[to, go, on, my, own]",1114
45254,i,have,"[to, cut, out, the, middleman, and, go, to, the, companies, myself, with, all, of, my, team]",1114
45255,you,start,"[what, to, realize]",1114
45256,i,start,"[what, to, realize]",1114
45257,you,start,"[having, conversations, with, these, companies]",1114
45258,i,have,[friends],1114
45259,who,make,"[hollywood, films]",1114
45260,i,have,[friends],1114
45261,who,make,[films],1114
45262,they,have,[that],1114
45263,we,suppose,"[to, compete, with, these, big, ,, giant, hollywood, movies]",1114
45264,movie,call,"[to, compete, with, these, big, ,, giant, hollywood, movies]",1114
45265,we,see,[ban],1114
45266,i,open,"[medicine, cabinet]",1114
45267,you,see,"[ban, deodorant]",1114
45268,i,do,[interview],1114
45269,i,want,"[to, help, you, calm, down]",1114
45270,you,put,[one],1114
45271,we,offer,[one],1114
45272,they,have,[chance],1114
45273,i,answer,[any],1114
45274,i,give,"[cent, tour]",1114
45275,we,have,[budgets],1114
45276,brands,have,[that],1114
45277,you,use,[that],1114
45278,you,want,"[to, describe, something, somebody, 's, putting, in, their, armpit]",1114
45279,somebody,put,[armpit],1114
45280,that,spin,[category],1114
45281,it,keep,[you],1114
45282,i,need,"[to, go, talk, to, the, man, on, the, street]",1114
45283,they,need,"[to, tell, me, about, my, brand]",1114
45284,guys,describe,[brand],1114
45285,i,like,[clothes],1114
45286,revival,meet,"[skater, punk]",1114
45287,i,like,[lot],1114
45288,i,have,[accessory],1114
45289,i,like,[accessory],1114
45290,i,call,[it],1114
45291,i,sell,[toys],1114
45292,i,deliver,[goods],1114
45293,i,find,[myself],1114
45294,i,realize,[what],1114
45295,i,need,[expert],1114
45296,i,need,[somebody],1114
45297,they,call,[what],1114
45298,companies,discover,"[brand, personality]",1114
45299,they,do,[it],1114
45300,they,do,[it],1114
45301,you,bring,[pictures],1114
45302,who,shape,[way],1114
45303,you,live,[life],1114
45304,you,want,"[to, talk, about]",1114
45305,i,want,"[who, to, be]",1114
45306,i,like,[things],1114
45307,i,like,[things],1114
45308,i,like,[things],1114
45309,that,do,[what],1114
45310,you,have,[that],1114
45311,what,go,"[to, come, of, this]",1114
45312,companies,tend,[to],1114
45313,you,embrace,[those],1114
45314,you,turn,[them],1114
45315,somebody,ask,[you],1114
45316,we,have,[companies],1114
45317,they,want,[part],1114
45318,they,want,[nothing],1114
45319,they,have,[control],1114
45320,they,have,[control],1114
45321,we,get,"[brand, partners]",1114
45322,who,want,"[to, be, in, business, with, someone, as, mindful, and, as, playful, as, myself]",1114
45323,who,empower,[us],1114
45324,advertiser,get,[that],1114
45325,they,enable,[us],1114
45326,they,use,[mri],1114
45327,they,ban,[advertising],1114
45328,companies,make,[way],1114
45329,i,get,"[that, feedback]",1114
45330,i,have,[success],1114
45331,brands,do,[what],1114
45332,they,cut,[middleman],1114
45333,they,cut,[agencies],1114
45334,agencies,have,[interest],1114
45335,i,go,"[to, deal, directly, with, the, artist]",1114
45336,i,go,"[to, work, with, him, to, create, something, different]",1114
45337,that,go,"[to, challenge, the, way, we, look, at, the, world]",1114
45338,that,go,"[to, get, people, thinking]",1114
45339,'s,take,[look],1114
45340,movie,premier,"[media, impressions]",1114
45341,we,have,"[media, impressions]",1114
45342,film,start,"[to, gain, a, lot, of, momentum]",1114
45343,agency,advise,[clients],1114
45344,i,believe,[what],1114
45345,you,take,[chances],1114
45346,you,take,[risks],1114
45347,you,push,[people],1114
45348,you,push,[them],1114
45349,you,train,[employees],1114
45350,you,prepare,[company],1114
45351,we,need,"[to, encourage, people, to, take, risks]",1114
45352,we,need,"[to, encourage, people, to, not, be, afraid, of, opportunities, that, may, scare, them]",1114
45353,that,scare,[them],1114
45354,we,have,"[to, embrace, fear]",1114
45355,we,get,"[to, put, that, bear, in, a, cage]",1114
45356,laughter,embrace,[fear],1114
45357,we,have,"[to, embrace, risk]",1114
45358,we,have,"[to, embrace, transparency]",1114
45359,honesty,go,"[to, go, a, long, way]",1114
45360,talk,bring,[friends],1114
45361,who,buy,[rights],1114
45362,i,have,"[check, foundation]",1114
45363,you,begin,"[to, feel, just, slightly, uneasy]",1118
45364,egg,unscramble,[itself],1118
45365,they,go,"[to, be, poured, back, into, the, egg]",1118
45366,that,create,[things],1118
45367,that,say,[what],1118
45368,we,see,[what],1118
45369,they,trade,[species],1118
45370,who,link,"[trade, travel, internet]",1118
45371,answer,seem,"[to, be]",1118
45372,universe,create,[complexity],1118
45373,colleague,call,"[what, goldilocks, conditions]",1118
45374,you,have,[things],1118
45375,you,get,[things],1118
45376,complexity,build,[stage],1118
45377,it,create,[impression],1118
45378,we,need,"[to, know, this, story, of, how, the, universe, creates, complexity, despite, the, second, law]",1118
45379,universe,create,[complexity],1118
45380,complexity,mean,"[vulnerability, fragility]",1118
45381,we,tell,[that],1118
45382,you,do,[something],1118
45383,you,have,"[to, survey, the, whole, history, of, the, universe]",1118
45384,'s,do,[it],1118
45385,we,cross,[threshold],1118
45386,it,contain,[everything],1118
45387,things,begin,"[to, appear, in, that, blur]",1118
45388,energy,do,[something],1118
45389,it,congeal,"[to, form, matter]",1118
45390,that,create,"[protons, leptons]",1118
45391,that,include,[electrons],1118
45392,i,want,"[to, pause, for, a, moment, ,, 380,000, years, after, the, origins, of, the, universe]",1118
45393,we,know,[lot],1118
45394,it,consist,[structure],1118
45395,they,have,[structure],1118
45396,you,see,[what],1118
45397,you,get,"[denser, areas]",1118
45398,gravity,start,"[compacting, clouds, of, hydrogen, and, helium, atoms]",1118
45399,temperature,begin,"[to, rise, at, the, center, of, each, cloud]",1118
45400,temperature,cross,"[threshold, temperature]",1118
45401,protons,start,"[to, fuse]",1118
45402,we,have,[stars],1118
45403,stars,begin,"[to, appear, all, through, the, universe]",1118
45404,stars,create,"[goldilocks, conditions]",1118
45405,they,create,[temperatures],1118
45406,protons,begin,"[to, fuse, in, all, sorts, of, exotic, combinations]",1118
45407,you,wear,"[gold, ring]",1118
45408,energy,stir,[them],1118
45409,they,form,[particles],1118
45410,they,form,[snowflakes],1118
45411,they,form,"[dust, motes]",1118
45412,they,form,[rocks],1118
45413,they,form,[asteroids],1118
45414,they,form,"[planets, moons]",1118
45415,they,contain,[diversity],1118
45416,we,cross,[threshold],1118
45417,stage,introduce,[entities],1118
45418,organisms,create,[chemistry],1118
45419,chemistry,dominate,[force],1118
45420,you,need,"[energy, much]",1118
45421,atoms,combine,[that],1118
45422,you,want,[what],1118
45423,you,need,[diversity],1118
45424,you,need,[liquids],1118
45425,you,find,"[goldilocks, conditions]",1118
45426,you,get,[diversity],1118
45427,you,get,[diversity],1118
45428,chemistry,begin,"[to, happen]",1118
45429,you,stabilize,[molecules],1118
45430,that,seem,"[to, be, viable]",1118
45431,life,introduce,[trick],1118
45432,you,stabilize,[individual],1118
45433,you,stabilize,"[template, thing]",1118
45434,that,carry,[information],1118
45435,you,allow,"[template, thing]",1118
45436,template,copy,[itself],1118
45437,that,contain,[information],1118
45438,rung,contain,[information],1118
45439,dna,contain,[information],1118
45440,dna,copy,[itself],1118
45441,it,copy,[itself],1118
45442,it,scatter,[templates],1118
45443,it,copy,[itself],1118
45444,that,mean,[what],1118
45445,it,accumulate,[ways],1118
45446,it,build,"[diversity, complexity]",1118
45447,they,have,"[diversity, complexity]",1118
45448,you,get,[fungi],1118
45449,you,get,[fish],1118
45450,you,get,[plants],1118
45451,you,get,[amphibia],1118
45452,you,get,[reptiles],1118
45453,you,get,[dinosaurs],1118
45454,it,accumulate,[information],1118
45455,dna,accumulate,[information],1118
45456,some,happen,"[to, work]",1118
45457,dna,generate,[way],1118
45458,it,produce,[organisms],1118
45459,organisms,learn,[organisms],1118
45460,they,accumulate,[information],1118
45461,we,learn,[what],1118
45462,it,outlast,[individuals],1118
45463,who,learn,[information],1118
45464,we,have,[history],1118
45465,we,seem,"[to, be, the, only, species, in, four, billion, years, to, have, this, gift]",1118
45466,i,call,[ability],1118
45467,we,see,[it],1118
45468,migration,involve,[learning],1118
45469,humans,learn,"[to, farm]",1118
45470,humans,begin,"[to, link, up, globally, through, shipping, ,, through, trains, ,, through, telegraph, ,, through, the, internet, ,]",1118
45471,we,seem,"[to, form, a, single, global, brain, of, almost, seven, billion, individuals]",1118
45472,learning,explain,[complexity],1118
45473,humans,play,[role],1118
45474,it,contain,[warnings],1118
45475,biosphere,seem,"[to, be, on, the, verge, of, destruction]",1118
45476,we,avoid,[trap],1118
45477,we,burn,"[fossil, fuels]",1118
45478,we,seem,"[that, to, be, undermining, the, goldilocks, conditions, that, made, it, possible, for, human, civilizations, to, flourish, over, the, last, 10,000, years]",1118
45479,that,face,[us],1118
45480,it,show,[power],1118
45481,i,want,[what],1118
45482,i,want,[grandson],1118
45483,they,understand,"[challenges, opportunities]",1118
45484,that,face,[us],1118
45485,that,face,[us],1118
45486,group,build,[syllabus],1118
45487,generation,face,"[challenges, opportunities]",1118
45488,i,thank,[you],1118
45489,i,give,[thought],1121
45490,surgeries,take,[ability],1121
45491,i,force,"[to, enter, this, virtual, world, in, which, a, computer, does, some, of, my, living, for, me]",1121
45492,computer,do,[some],1121
45493,we,enjoy,[speakers],1121
45494,i,use,"[to, be, able, to, talk, like, that]",1121
45495,i,want,"[to, devote, my, talk, today, to, the, act, of, speaking, itself]",1121
45496,speaking,tie,"[to, devote, my, talk, today, to, the, act, of, speaking, itself]",1121
45497,i,decide,"[to, recruit, some, of, my, ted, friends, to, read, my, words, aloud, for, me]",1121
45498,i,expect,"[to, be, out, of, the, hospital, in, time, to, return, to, my, movie, review, show, ,, ', ebert, and, roeper, at, the, movies]",1121
45499,doctors,take,[bone],1121
45500,i,saw,[myself],1121
45501,i,look,[myself],1121
45502,i,use,[ipod],1121
45503,i,have,[episode],1121
45504,chaz,tell,[me],1121
45505,which,patch,[me],1121
45506,anyone,survive,"[artery, rupture]",1121
45507,i,leave,[hospital],1121
45508,i,have,[ruptures],1121
45509,anyone,tell,[me],1121
45510,we,need,"[to, be, able, to, hold, and, manipulate, that, breath, in, order, to, form, sounds]",1121
45511,i,lose,[jaw],1121
45512,i,form,[seal],1121
45513,all,render,[seal],1121
45514,i,write,[messages],1121
45515,i,try,"[typing, words, on, my, laptop, and, using, its, built, in, voice]",1121
45516,nobody,have,"[to, try, to, read, my, handwriting]",1121
45517,i,try,"[computer, voices]",1121
45518,i,have,[accent],1121
45519,apple,release,"[alex, voice]",1121
45520,it,know,[things],1121
45521,it,saw,[period],1121
45522,it,know,"[how, to, make, a, sentence, sound, like, it, was, ending, instead, of, staying, up, in, the, air]",1121
45523,you,use,"[to, control, the, timing, and, inflection, of, computer, voices]",1121
45524,they,share,[problem],1121
45525,i,find,[myself],1121
45526,i,need,"[to, type, fast, and, to, jump, right, in]",1121
45527,people,have,"[time, patience]",1121
45528,we,place,[value],1121
45529,alex,speak,[words],1121
45530,they,experience,[disconnect],1121
45531,that,create,"[separation, distance]",1121
45532,i,feel,"[not, being, able, to, speak]",1121
45533,people,have,[patience],1121
45534,chaz,suggest,"[finding, a, company, that, could, make, a, customized, voice, using, my, tv, show, voice, from, a, period, of, 30, years]",1121
45535,that,make,[voice],1121
45536,i,decide,"[to, just, give, it, a, try]",1121
45537,we,contact,[company],1121
45538,that,create,"[computer, voices]",1121
45539,they,make,[one],1121
45540,all,make,[speaker],1121
45541,i,send,[hours],1121
45542,i,make,[that],1121
45543,words,be,[emphasis],1121
45544,words,have,[emphasis],1121
45545,you,hear,[sample],1121
45546,i,tell,[you],1121
45547,it,need,[improvement],1121
45548,it,sound,[improvement],1121
45549,i,hear,[it],1121
45550,it,send,[chills],1121
45551,i,type,[anything],1121
45552,i,type,[whatever],1121
45553,i,read,[something],1121
45554,i,type,[words],1121
45555,it,thrill,"[to, sit, here, watching, me, typing]",1121
45556,voice,create,[company],1121
45557,i,plan,"[to, use, it, on, television, ,, radio, and, the, internet]",1121
45558,who,need,[voice],1121
45559,people,use,[them],1121
45560,i,get,"[to, say]",1121
45561,people,improve,[voice],1121
45562,i,write,[blog],1121
45563,i,get,[comment],1121
45564,who,play,[alex],1121
45565,he,record,[hours],1121
45566,i,speak,[words],1121
45567,i,remember,[words],1121
45568,i,have,[mouth],1121
45569,i,scream,[mouth],1121
45570,we,learn,"[to, pass, knowledge, from, one, generation, to, the, next]",1121
45571,i,hear,[talk],1121
45572,that,teach,[hundreds],1121
45573,i,have,[flashback],1121
45574,it,assist,[students],1121
45575,khan,accomplish,[what],1121
45576,it,continue,"[to, evolve, and, operated, in, one, form, or, another, on, more, and, more, sophisticated, computers, ,, until, only, five, years, ago]",1121
45577,plato,establish,"[forums, message, boards, testing, email, chat]",1121
45578,who,want,"[to, communicate]",1121
45579,i,start,"[writing, on, a, computer, back, in, the, 1970s, when, one, of, the, first, atech, systems, was, installed, at, the, chicago, sun, -, times]",1121
45580,i,tell,[people],1121
45581,they,install,"[phone, lines]",1121
45582,i,buy,[desktop],1121
45583,anybody,remember,[that],1121
45584,times,send,"[me, size]",1121
45585,i,join,[compuserve],1121
45586,it,have,[numbers],1121
45587,i,have,[followers],1121
45588,which,seem,"[to, be, creating, a, form, of, global, consciousness]",1121
45589,we,use,"[words, communication]",1121
45590,blog,give,[substitute],1121
45591,they,give,[way],1121
45592,everybody,have,[patience],1121
45593,i,have,[jaw],1121
45594,surgeries,leave,[me],1121
45595,surgeries,reduce,[ability],1121
45596,that,slow,[walk],1121
45597,you,see,[me],1121
45598,i,lose,[some],1121
45599,who,want,"[to, make, eye, contact]",1121
45600,he,mean,[this],1121
45601,me,read,[it],1121
45602,wife,read,[something],1121
45603,we,enjoy,[reminder],1121
45604,voice,find,[expression],1121
45605,i,meet,[people],1121
45606,one,write,[friend],1121
45607,laughter,google,[him],1121
45608,he,make,[him],1121
45609,you,see,[what],1121
45610,i,have,[much],1121
45611,i,seem,"[,, for, the, time, being, ,, to, be, cancer, -, free]",1121
45612,i,have,[voice],1121
45613,i,need,"[to, scream]",1121
45614,i,have,[thing],1121
45615,i,want,[opinion],1121
45616,you,know,[test],1121
45617,judge,have,[conversation],1121
45618,judge,tell,[machine],1121
45619,machine,pass,[test],1121
45620,i,propose,[test],1121
45621,voice,tell,[joke],1121
45622,voice,do,"[timing, delivery, henny, youngman]",1121
45623,i,start,[group],1122
45624,we,identify,[machines],1122
45625,it,take,[that],1122
45626,life,exist,[things],1122
45627,we,set,"[to, create, an, open, source, ,, diy, ,]",1122
45628,we,do,"[it, yourself, version]",1122
45629,we,call,[this],1122
45630,me,tell,[story],1122
45631,i,finish,[20s],1122
45632,i,have,[skills],1122
45633,world,present,[me],1122
45634,i,take,[them],1122
45635,you,call,[it],1122
45636,i,start,[farm],1122
45637,i,buy,[tractor],1122
45638,i,need,[that],1122
45639,i,need,[tools],1122
45640,that,last,[lifetime],1122
45641,i,have,"[to, build, them, myself]",1122
45642,i,do,[that],1122
45643,i,test,[them],1122
45644,i,publish,"[3d, designs, schematics, videos, budgets]",1122
45645,contributors,begin,"[showing, up, ,, prototyping, new, machines, during, dedicated, project, visits]",1122
45646,we,prototyped,[eight],1122
45647,project,begin,"[to, grow, on, its, own]",1122
45648,same,start,"[to, happen, with, hardware, too]",1122
45649,that,change,[lives],1122
45650,we,lower,[barriers],1122
45651,we,unleash,[amounts],1122
45652,we,see,[lots],1122
45653,who,start,"[construction, business]",1122
45654,i,plant,[trees],1122
45655,i,press,[bricks],1122
45656,i,build,[tractor],1122
45657,i,see,[what],1122
45658,distribution,hope,"[to, transcend, artificial, scarcity]",1122
45659,we,explore,[limits],1122
45660,i,call,[wife],1127
45661,i,say,[wife],1127
45662,i,want,"[to, share, a, story, of, my, superintendent]",1127
45663,she,use,[boards],1127
45664,she,do,[sort],1127
45665,she,tell,[me],1127
45666,i,hear,[knowledge],1127
45667,wisdom,come,[knowledge],1127
45668,i,begin,"[to, call, it, the, wisdom, table]",1127
45669,i,take,[table],1127
45670,i,bring,[it],1127
45671,it,remind,[me],1127
45672,it,remind,[me],1127
45673,i,go,"[to, tell, you, about]",1127
45674,i,like,"[to, think, of, it, as, a, 21st, century, wisdom, table, ,, really]",1127
45675,i,do,[sojourns],1127
45676,i,remember,[time],1127
45677,i,say,[time],1127
45678,you,need,"[to, find]",1127
45679,i,get,[degree],1127
45680,it,turn,"[to, be, education]",1127
45681,i,have,[what],1127
45682,i,go,"[piece, suit, beard, afro, platform, shoes, interview]",1127
45683,i,buy,"[piece, suit]",1127
45684,concession,keep,"[beard, afro, platform, shoes]",1127
45685,i,walk,"[piece, suit, beard, afro, platform, shoes, interview]",1127
45686,i,sit,"[piece, suit, beard, afro, platform, shoes, interview]",1127
45687,i,have,[interview],1127
45688,i,have,[job],1127
45689,i,get,"[well, ,, thank, you, ,, but, what, do, i, do]",1127
45690,i,say,"[well, ,, thank, you, ,, but, what, do, i, do]",1127
45691,i,thank,[you],1127
45692,i,do,[what],1127
45693,i,do,[what],1127
45694,answer,shock,[me],1127
45695,it,stun,[me],1127
45696,answer,set,[template],1127
45697,you,want,"[what, to, do]",1127
45698,question,clear,[space],1127
45699,she,clear,[space],1127
45700,they,create,[meaning],1127
45701,they,make,[meaning],1127
45702,this,happen,[me],1127
45703,i,teach,[me],1127
45704,friend,introduce,[me],1127
45705,them,see,[you],1127
45706,who,make,[film],1127
45707,he,propose,[film],1127
45708,he,propose,[film],1127
45709,i,say,[film],1127
45710,film,go,[places],1127
45711,chris,manage,"[to, get, this, film, out]",1127
45712,we,make,[film],1127
45713,it,turn,"[to, be, more, than, a, story, about, me, ,]",1127
45714,i,watch,[film],1127
45715,i,have,[sensation],1127
45716,i,saw,[what],1127
45717,i,saw,"[geometry, teacher]",1127
45718,i,saw,[eyes],1127
45719,they,flash,[love],1127
45720,i,have,[kind],1127
45721,i,saw,"[ethel, j., banks]",1127
45722,who,wear,"[pearls, heels]",1127
45723,she,have,"[school, teacher, stare]",1127
45724,you,know,[one],1127
45725,i,get,[eyes],1127
45726,you,know,[teacher],1127
45727,i,use,[stare],1127
45728,i,have,[it],1127
45729,i,saw,[parents],1127
45730,who,teach,[me],1127
45731,i,see,[film],1127
45732,i,have,[gesture],1127
45733,i,get,"[to, teach, my, daughter, in, elementary, school, ,, madeline]",1127
45734,i,like,"[to, tell, you, about]",1127
45735,i,create,[lesson],1127
45736,we,put,[problems],1127
45737,i,think,[problems],1127
45738,them,solve,[it],1127
45739,i,want,"[to, lecture, or, have, just, book, reading]",1127
45740,i,want,"[to, have, them, be, immersed, and, learn, the, feeling, of, learning, through, their, bodies]",1127
45741,them,immerse,[feeling],1127
45742,them,learn,[feeling],1127
45743,they,like,"[to, play, games]",1127
45744,i,make,[something],1127
45745,we,have,[term],1127
45746,we,make,[game],1127
45747,it,evolve,[game],1127
45748,it,have,"[plexiglass, layers]",1127
45749,kids,make,[names],1127
45750,they,have,"[assets, commercial, military]",1127
45751,country,have,[cabinet],1127
45752,i,choose,[minister],1127
45753,i,offer,[job],1127
45754,they,turn,[it],1127
45755,they,choose,[cabinet],1127
45756,who,control,"[stock, market, weather]",1127
45757,i,throw,[them],1127
45758,they,trust,[me],1127
45759,we,have,[relationship],1127
45760,'s,see,[tensions],1127
45761,we,have,[spills],1127
45762,i,go,"[to, send, my, fourth, -, graders, from, agnor, -, hurt, and, venable, schools, to, you, because, they, solved, global, warming, in, a, week]",1127
45763,they,solve,[warming],1127
45764,they,do,[it],1127
45765,i,have,[saboteur],1127
45766,they,try,"[to, save, the, world, and, their, position, in, the, game]",1127
45767,they,try,"[to, undermine, everything, in, the, game]",1127
45768,they,do,[it],1127
45769,graders,understand,[it],1127
45770,they,handle,[that],1127
45771,graders,use,[that],1127
45772,they,do,"[paths, path]",1127
45773,they,learn,"[to, overlook, short, -, sighted, reactions, and, impulsive, thinking, ,]",1127
45774,students,form,"[peace, force]",1127
45775,students,run,[game],1127
45776,i,have,[chance],1127
45777,they,start,[playing],1127
45778,i,share,[boy],1127
45779,you,teach,[something],1127
45780,hunter,do,[that],1127
45781,he,say,"[to, tell, us, how, to, fix, that, problem]",1127
45782,time,mess,[lot],1127
45783,he,try,"[to, tell, us, how, to, fix, that, problem]",1127
45784,i,offer,[applause],1127
45785,i,tell,[anything],1127
45786,i,know,[answer],1127
45787,i,admit,[truth],1127
45788,they,get,"[to, dig, up, the, answer]",1127
45789,we,leave,[world],1127
45790,you,fix,[it],1127
45791,you,learn,"[how, to, do, it]",1127
45792,they,take,[it],1127
45793,we,have,"[game, start]",1127
45794,you,see,[what],1127
45795,i,learn,"[to, cede, control, of, the, classroom, over, to, the, students, over, time]",1127
45796,i,have,"[that, to, do, what, i, thought, i, had, to, do, as, a, beginning, teacher]",1127
45797,i,have,[what],1127
45798,i,admit,[it],1127
45799,i,share,[stories],1127
45800,we,have,[girl],1127
45801,she,have,"[tank, corps, air, force]",1127
45802,she,attack,"[oil, fields]",1127
45803,she,march,"[it, it, it]",1127
45804,she,surround,[it],1127
45805,she,secure,[it],1127
45806,she,hold,[it],1127
45807,you,do,[this],1127
45808,she,hold,[pieces],1127
45809,i,do,[what],1127
45810,she,say,[that],1127
45811,you,want,"[to, cross, a, nine, year, -, old, girl, with, tanks]",1127
45812,she,do,[this],1127
45813,we,take,[negotiation],1127
45814,team,'s,[turn],1127
45815,team,take,[turn],1127
45816,country,plan,[offensive],1127
45817,they,have,"[fuel, supplies]",1127
45818,they,do,[it],1127
45819,what,go,"[to, happen]",1127
45820,she,use,[war],1127
45821,we,stop,[discussion],1127
45822,we,have,[discussion],1127
45823,we,put,[them],1127
45824,i,design,[that],1127
45825,we,have,[letter],1127
45826,you,lose,[them],1127
45827,you,have,"[to, write, a, letter, to, their, parents, —, the, fictional, parents, of, your, fictional, troops, —, explaining, what, happened, and, offering, your, condolences]",1127
45828,what,happen,[condolences],1127
45829,what,offer,[condolences],1127
45830,you,have,[thought],1127
45831,you,commit,"[to, combat]",1127
45832,one,get,"[to, read, that, letter, and, one, of, the, other, kids]",1127
45833,she,read,[it],1127
45834,we,ask,[her],1127
45835,she,pick,[letter],1127
45836,she,start,[reading],1127
45837,she,read,[sentence],1127
45838,she,read,[sentences],1127
45839,we,lose,[somebody],1127
45840,i,show,[you],1127
45841,friend,say,[what],1127
45842,we,have,[enough],1127
45843,tzu,say,[what],1127
45844,those,want,"[to, go, back]",1127
45845,those,want,"[to, go, back, and, win]",1127
45846,i,win,[battles],1127
45847,tzu,say,[what],1127
45848,i,get,[chills],1127
45849,i,see,[that],1127
45850,you,want,"[to, have, happen]",1127
45851,i,design,[that],1127
45852,i,plan,[that],1127
45853,i,test,[that],1127
45854,we,have,[lot],1127
45855,i,think,[lot],1127
45856,i,share,[story],1127
45857,we,play,"[game, session]",1127
45858,we,solve,[50],1127
45859,problems,have,"[to, be, solved, and]",1127
45860,value,have,"[to, be, increased, above, its, starting, point]",1127
45861,i,get,"[to, calculate, that, right, away]",1127
45862,he,set,[policy],1127
45863,we,approach,[o'clock],1127
45864,i,get,[it],1127
45865,i,fail,[them],1127
45866,brennan,walk,"[bell, bell]",1127
45867,he,grab,[bell],1127
45868,i,ring,"[to, signal, a, change, or, a, reconvening, of, cabinets]",1127
45869,he,run,"[bell, bell]",1127
45870,brennan,ring,[bell],1127
45871,they,get,[dossiers],1127
45872,they,do,[what],1127
45873,i,lose,[control],1127
45874,he,ring,[bell],1127
45875,we,get,[dollars],1127
45876,we,go,"[to, offer, it, as, a, donation, to, this, poor, country]",1127
45877,they,accept,[it],1127
45878,it,raise,"[asset, value]",1127
45879,we,win,[game],1127
45880,you,accept,[it],1127
45881,i,try,"[to, deny, them]",1127
45882,they,consider,"[what, to, be, the, wrong, thing]",1127
45883,they,pick,"[thinking, tool, thinking, tool]",1127
45884,they,save,[us],1127
45885,i,stand,[shoulders],1127
45886,.,imagine,[plane],1130
45887,engine,go,"[clack, clack, clack]",1130
45888,i,have,[seat],1130
45889,i,look,[problem],1130
45890,they,say,[problem],1130
45891,we,hit,[birds],1130
45892,pilot,turn,[plane],1130
45893,you,see,[manhattan],1130
45894,he,turn,[engines],1130
45895,he,say,[words],1130
45896,he,say,"[brace, for, impact]",1130
45897,i,have,"[to, talk, to, the, flight, attendant, anymore]",1130
45898,i,want,"[to, share, with, you, three, things, i, learned, about, myself, that, day]",1130
45899,we,have,"[bucket, list]",1130
45900,we,have,[things],1130
45901,we,want,"[to, do, in, life]",1130
45902,i,think,[things],1130
45903,i,want,"[to, reach, out, to, that]",1130
45904,i,want,"[to, mend]",1130
45905,i,want,"[to, have]",1130
45906,i,collect,[wines],1130
45907,i,open,[it],1130
45908,i,want,"[to, postpone, anything, in, life]",1130
45909,urgency,change,[life],1130
45910,we,clear,"[washington, bridge]",1130
45911,i,feel,[regret],1130
45912,i,live,[life],1130
45913,i,try,"[to, get, better, at, everything, i, tried]",1130
45914,i,regret,[time],1130
45915,i,decide,"[to, eliminate, negative, energy, from, my, life]",1130
45916,i,have,[fight],1130
45917,i,try,"[to, be, right]",1130
45918,i,choose,"[to, be, happy]",1130
45919,clock,start,"[going, ,, "", 15, ,, 14, ,, 13]",1130
45920,i,say,"[please, blow, up]",1130
45921,thing,break,[pieces],1130
45922,i,have,[sense],1130
45923,i,want,"[to, go]",1130
45924,i,love,[life],1130
45925,it,make,[sense],1130
45926,i,give,[gift],1130
45927,i,give,[gift],1130
45928,i,challenge,[guys],1130
45929,you,do,[what],1130
45930,you,wait,"[to, get, done]",1130
45931,you,change,"[relationships, energy]",1130
45932,you,like,"[to, be, better, than, you, are]",1131
45933,you,get,[memory],1131
45934,you,like,"[to, be, more, fit, ,, stronger, ,, with, more, stamina]",1131
45935,you,like,"[to, be, more, attractive, and, self, -, confident]",1131
45936,you,like,"[one, most]",1131
45937,you,like,[which],1131
45938,you,have,[one],1131
45939,people,choose,[creativity],1131
45940,you,have,[one],1131
45941,i,want,"[to, give, you, today, one, doctor, 's, take, on, the, subject]",1131
45942,geneticist,write,[essay],1131
45943,he,title,[that],1131
45944,nothing,make,[sense],1131
45945,who,accept,[evidence],1131
45946,i,give,[permission],1131
45947,i,take,[look],1131
45948,nothing,go,"[to, make, any, sense, whatsoever, to, you]",1131
45949,you,accept,[evolution],1131
45950,i,put,[bush],1131
45951,it,demonstrate,[fitness],1131
45952,we,take,[advantage],1131
45953,we,commandeer,[machinery],1131
45954,each,carry,[bacteria],1131
45955,you,go,"[to, provide, all, the, nutrition, that, they, could, possibly, want, with, no, effort, on, their, part]",1131
45956,they,want,[that],1131
45957,they,help,[you],1131
45958,they,protect,[you],1131
45959,we,destine,"[to, become, something, different, —, something, ,]",1131
45960,'s,take,"[step, earth, system, years, species]",1131
45961,that,constitute,"[entertainment, portion]",1131
