term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1800s,0.0,0.0,0.0,1.008135654733701e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.006876969703072e-05,7.875504032258064e-06,6.851379867905396e-06,0.0,0.0,1.2319443161169115e-05
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.875504032258064e-06,0.0,0.0,0.0,6.159721580584557e-06
1820,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,0.0,0.0,0.0,0.0,1.006876969703072e-05,0.0,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0,0.0,0.0,8.753807906439301e-06,0.0,0.0,0.0,1.006876969703072e-05,0.0,0.0,0.0,0.0,0.0
1849,0.0,3.5277931302108444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.159721580584557e-06
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.875504032258064e-06,6.851379867905396e-06,0.0,0.0,0.0
1850,0.0,2.3518620868072297e-05,0.0,1.008135654733701e-05,0.0,1.5011972047708048e-05,0.0,0.0,0.0,0.0,1.006876969703072e-05,0.0,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,1.008135654733701e-05,0.0,0.0,1.7507615812878603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.922109816286273e-06,8.158270446665307e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860s,0.0,1.1759310434036149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37065249236178e-06,0.0,0.0,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,8.753807906439301e-06,0.0,0.0,0.0,0.0,7.875504032258064e-06,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6316540893330614e-05,0.0,0.0,7.875504032258064e-06,0.0,0.0,0.0,0.0
1867,0.0,1.1759310434036149e-05,0.0,0.0,0.0,0.0,0.0,7.922109816286273e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.006876969703072e-05,0.0,0.0,7.319304666056724e-06,0.0,0.0
1870,0.0,0.0,1.2534155573938984e-05,0.0,0.0,7.505986023854024e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.922109816286273e-06,0.0,0.0,0.0,7.875504032258064e-06,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.158270446665307e-06,0.0,0.0,7.875504032258064e-06,0.0,7.319304666056724e-06,0.0,6.159721580584557e-06
1879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.922109816286273e-06,0.0,0.0,0.0,7.875504032258064e-06,0.0,0.0,0.0,0.0
1885,0.0,0.0,0.0,1.008135654733701e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.575100806451613e-05,0.0,7.319304666056724e-06,0.0,0.0
1888,0.0,0.0,0.0,0.0,9.491898664489859e-06,0.0,0.0,0.0,8.158270446665307e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,0.0,2.3518620868072297e-05,0.0,0.0,0.0,0.0,0.0,7.922109816286273e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,0.0,0.0,0.0,0.0,0.0,1.575100806451613e-05,0.0,0.0,0.0,0.0
1895,0.0,0.0,0.0,1.008135654733701e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.006876969703072e-05,0.0,0.0,0.0,0.0,0.0
18th,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,8.753807906439301e-06,1.5844219632572545e-05,0.0,8.37065249236178e-06,3.020630909109216e-05,0.0,1.3702759735810792e-05,7.319304666056724e-06,0.0,0.0
19,2.7339958716662336e-05,2.3518620868072297e-05,2.506831114787797e-05,0.0001008135654733701,9.491898664489859e-06,2.2517958071562072e-05,1.7507615812878603e-05,2.376632944885882e-05,2.447481133999592e-05,3.348260996944712e-05,3.020630909109216e-05,5.512852822580645e-05,5.481103894324317e-05,5.8554437328453794e-05,6.204821146030466e-05,2.463888632233823e-05
190,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.159721580584557e-06
1900,2.7339958716662336e-05,0.0,0.0,1.008135654733701e-05,0.0,0.0,0.0,3.168843926514509e-05,0.0,0.0,0.0,9.450604838709677e-05,0.0,0.0,0.0,6.159721580584557e-06
1900s,0.0,0.0,0.0,1.008135654733701e-05,0.0,0.0,1.7507615812878603e-05,3.168843926514509e-05,8.158270446665307e-06,0.0,0.0,0.0,0.0,7.319304666056724e-06,7.756026432538082e-06,0.0
1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013753939406144e-05,0.0,4.7959659075337776e-05,7.319304666056724e-06,0.0,0.0
1903,1.3669979358331168e-05,0.0,0.0,0.0,0.0,7.505986023854024e-06,0.0,0.0,0.0,0.0,2.013753939406144e-05,0.0,0.0,0.0,0.0,0.0
1908,1.3669979358331168e-05,5.879655217018074e-05,0.0,0.0,1.8983797328979717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.319304666056724e-06,0.0,0.0
1910,0.0,1.1759310434036149e-05,0.0,1.008135654733701e-05,9.491898664489859e-06,0.0,0.0,0.0,0.0,0.0,1.006876969703072e-05,7.875504032258064e-06,6.851379867905396e-06,0.0,0.0,0.0
1912,0.0,0.0,0.0,4.032542618934804e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.020630909109216e-05,0.0,1.3702759735810792e-05,0.0,0.0,0.0
1914,0.0,0.0,0.0,0.0,0.0,0.0,8.753807906439301e-06,0.0,0.0,0.0,0.0,7.875504032258064e-06,0.0,7.319304666056724e-06,7.756026432538082e-06,6.159721580584557e-06
1915,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,0.0,0.0,8.158270446665307e-06,2.511195747708534e-05,0.0,0.0,0.0,0.0,1.5512052865076164e-05,0.0
1917,1.3669979358331168e-05,2.3518620868072297e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.575100806451613e-05,0.0,0.0,0.0,0.0
1918,1.3669979358331168e-05,0.0,0.0,0.0,1.8983797328979717e-05,4.5035916143124144e-05,0.0,0.0,1.6316540893330614e-05,8.37065249236178e-06,0.0,7.875504032258064e-06,0.0,7.319304666056724e-06,0.0,0.0
1919,0.0,0.0,0.0,2.016271309467402e-05,0.0,0.0,0.0,0.0,8.158270446665307e-06,0.0,0.0,0.0,0.0,7.319304666056724e-06,7.756026432538082e-06,0.0
192,0.0,1.1759310434036149e-05,0.0,0.0,0.0,7.505986023854024e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,8.753807906439301e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920s,1.3669979358331168e-05,0.0,1.2534155573938984e-05,1.008135654733701e-05,0.0,0.0,1.7507615812878603e-05,7.922109816286273e-06,8.158270446665307e-06,0.0,0.0,0.0,6.851379867905396e-06,0.0,2.3268079297614246e-05,6.159721580584557e-06
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.158270446665307e-06,0.0,2.013753939406144e-05,0.0,0.0,0.0,0.0,0.0
1927,1.3669979358331168e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.922109816286273e-06,8.158270446665307e-06,0.0,1.006876969703072e-05,0.0,0.0,0.0,0.0,0.0
1928,0.0,0.0,0.0,2.016271309467402e-05,0.0,7.505986023854024e-06,0.0,0.0,0.0,8.37065249236178e-06,1.006876969703072e-05,0.0,0.0,0.0,0.0,0.0
1929,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,0.0,2.376632944885882e-05,0.0,8.37065249236178e-06,1.006876969703072e-05,3.150201612903226e-05,6.851379867905396e-06,0.0,0.0,0.0
1930,0.0,1.1759310434036149e-05,0.0,0.0,9.491898664489859e-06,7.505986023854024e-06,0.0,7.922109816286273e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930s,0.0,2.3518620868072297e-05,0.0,0.0,9.491898664489859e-06,0.0,0.0,1.5844219632572545e-05,8.158270446665307e-06,2.511195747708534e-05,0.0,7.875504032258064e-06,1.3702759735810792e-05,1.4638609332113449e-05,0.0,0.0
1932,0.0,1.1759310434036149e-05,0.0,0.0,0.0,2.2517958071562072e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.159721580584557e-06
1935,0.0,1.1759310434036149e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.158270446665307e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,0.0,2.3518620868072297e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851379867905396e-06,0.0,0.0,0.0
1937,0.0,0.0,0.0,0.0,9.491898664489859e-06,0.0,0.0,0.0,0.0,0.0,1.006876969703072e-05,0.0,6.851379867905396e-06,0.0,0.0,0.0
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37065249236178e-06,0.0,0.0,0.0,7.319304666056724e-06,0.0,0.0
1939,0.0,0.0,0.0,0.0,0.0,2.2517958071562072e-05,8.753807906439301e-06,0.0,0.0,0.0,1.006876969703072e-05,0.0,0.0,0.0,0.0,0.0
1940,0.0,0.0,0.0,0.0,0.0,2.2517958071562072e-05,0.0,0.0,8.158270446665307e-06,8.37065249236178e-06,0.0,0.0,0.0,0.0,0.0,6.159721580584557e-06
1940s,0.0,1.1759310434036149e-05,0.0,0.0,9.491898664489859e-06,0.0,2.6261423719317904e-05,7.922109816286273e-06,8.158270446665307e-06,0.0,0.0,0.0,0.0,0.0,7.756026432538082e-06,1.2319443161169115e-05
1941,0.0,0.0,0.0,0.0,0.0,7.505986023854024e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.319304666056724e-06,0.0,6.159721580584557e-06
1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.875504032258064e-06,0.0,7.319304666056724e-06,7.756026432538082e-06,6.159721580584557e-06
1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.006876969703072e-05,0.0,0.0,2.1957913998170175e-05,0.0,0.0
