,doc,subject,verb,object
24367,173,we,make,[them]
24368,173,we,get,"[to, exercise, some, ancient, ,, ancient, drives]"
24369,173,you,see,[gestures]
24370,173,that,tells,[you]
24371,173,you,attain,[virtue]
24372,173,you,do,[what]
24373,173,you,put,[what]
24374,173,right,moralize,[sex]
24375,173,left,doing,[lot]
24376,173,draft,going,"[to, get, revised]"
24377,173,it,end,"[being, different, from, a, kid, born, 60, miles, south, of, us, in, lynchburg, ,, virginia]"
24378,173,'s,try,[metaphor]
24379,173,that,has,[channels]
24380,173,you,set,[it]
24381,173,i,made,[questionnaire]
24382,173,we,put,[which]
24383,173,people,taken,[questionnaire]
24384,173,i,plotted,[scores]
24385,173,line,shows,"[you, responses]"
24386,173,they,give,[endorsement]
24387,173,liberals,care,[endorsement]
24388,173,line,slopes,[endorsement]
24389,173,stuff,has,[nothing]
24390,173,i,reject,[it]
24391,173,liberals,have,[kind]
24392,173,conservatives,have,[more]
24393,173,we,find,[this]
24394,173,we,debate,"[harm, fairness, matter]"
24395,173,everybody,agrees,"[harm, fairness, matter]"
24396,173,we,ask,[question]
24397,173,we,asked,[people]
24398,173,you,picked,[breed]
24399,173,you,learned,[information]
24400,173,liberals,like,[fetch]
24401,173,we,see,[moment]
24402,173,they,supposed,"[what, to, be, doing, ,, where, they, 're, supposed, to, be]"
24403,173,they,supposed,"[where, to, be]"
24404,173,he,wants,[whatever]
24405,173,some,recognize,[this]
24406,173,',gives,[way]
24407,173,panels,portray,"[timeless, truth]"
24408,173,order,tends,"[to, decay]"
24409,173,christians,have,[problem]
24410,173,people,play,"[commons, dilemma]"
24411,173,they,put,[money]
24412,173,you,give,[money]
24413,173,experimenter,doubles,[money]
24414,173,we,asking,[people]
24415,173,they,benefit,[people]
24416,173,you,want,[temptation]
24417,173,everybody,has,[temptation]
24418,173,people,give,[half]
24419,173,people,doing,[what]
24420,173,i,want,"[to, be, a, sucker]"
24421,173,i,going,"[to, cooperate]"
24422,173,cooperation,decays,"[to, close, to, zero]"
24423,173,they,told,[people]
24424,173,you,know,[what]
24425,173,you,want,"[to, give, some, of, your, own, money, to, punish, people, who, are, n't, contributing]"
24426,173,you,do,[that]
24427,173,it,shoots,"[going, up]"
24428,173,it,keeps,"[going, up]"
24429,173,that,solve,[problems]
24430,173,it,helps,"[to, have, some, sort, of, punishment]"
24431,173,you,need,[sort]
24432,173,you,get,[canyon]
24433,173,they,used,[tool]
24434,173,it,took,[all]
24435,173,you,need,"[to, be, concerned, about, harm]"
24436,173,you,need,[psychology]
24437,173,it,helps,"[to, organize, a, group, if, you, can, have, sub, -, groups]"
24438,173,you,have,"[sub, -, groups]"
24439,173,groups,have,[structure]
24440,173,you,have,[ideology]
24441,173,that,tells,[people]
24442,173,it,pursue,[ends]
24443,173,liberals,reject,[three]
24444,173,they,say,"[no, ,, let, 's, celebrate, diversity, ,, not, common, in, -, group, membership]"
24445,173,'s,celebrate,[diversity]
24446,173,they,say,"[let, 's, question, authority]"
24447,173,'s,question,[authority]
24448,173,they,say,"[keep, your, laws, off, my, body]"
24449,173,liberals,have,[motives]
24450,173,they,want,"[change, justice]"
24451,173,shirt,says,"[stop, bitching, ,, start, a, revolution]"
24452,173,they,want,[order]
24453,173,you,see,[this]
24454,173,conservatives,have,[something]
24455,173,they,form,[balance]
24456,173,religions,attained,[that]
24457,173,yang,hate,[other]
24458,173,you,find,[thing]
24459,173,you,have,[markings]
24460,173,you,have,[markings]
24461,173,you,find,[thing]
24462,173,that,caught,[many]
24463,173,you,throw,[stone]
24464,173,you,accept,[this]
24465,173,you,accept,[stepping]
24466,173,you,do,[what]
24467,173,you,take,[insights]
24468,173,you,combine,[them]
24469,173,minds,designed,[evolution]
24470,173,you,do,[what]
24471,173,i,telling,[you]
24472,173,i,telling,[you]
24473,173,i,saying,[that]
24474,173,who,doing,[much]
24475,173,you,go,"[charging, in, ,]"
24476,173,we,have,"[to, solve]"
24477,173,that,require,[us]
24478,173,you,want,"[to, change, other, people, ,, a, much, better, way, to, do, it]"
24479,173,step,try,"[to, see, it, as, a, struggle, playing, out, ,]"
24480,173,everybody,has,[reasons]
24481,173,everybody,has,[reasons]
24482,173,they,doing,[what]
24483,173,you,do,[that]
24484,173,i,think,[point]
24485,173,i,think,[point]
24486,174,i,raised,[millions]
24487,174,i,supervised,[investment]
24488,174,who,pitched,[me]
24489,174,you,got,"[to, figure, out]"
24490,174,you,have,"[that, to, do]"
24491,174,vc,going,"[to, be, investing, in]"
24492,174,they,going,"[to, invest, their, money, and, make, a, lot, of, money, in, return]"
24493,174,you,do,[this]
24494,174,you,have,[minutes]
24495,174,span,begins,"[to, drop, off]"
24496,174,you,have,"[to, convey, a, whole, bunch, of, different, characteristics, ,, about, 10, different, characteristics, ,, while, you, 're, standing, up, there]"
24497,174,you,got,"[to, convey]"
24498,174,i,prompt,[him]
24499,174,i,invest,"[chance, somebody, going]"
24500,174,i,take,"[chance, somebody, going]"
24501,174,you,get,[one]
24502,174,who,leaving,[something]
24503,174,you,got,"[to, convey, passion]"
24504,174,you,got,"[to, wrap, up, in, this, package]"
24505,174,you,got,"[to, be, able, to, say, ,, "", hey, ,, you, know, ,, i, 've, done, this, before]"
24506,174,i,done,[this]
24507,174,vcs,love,"[to, fund, serial, entrepreneurs]"
24508,174,you,do,[it]
24509,174,you,learned,[lessons]
24510,174,which,puts,[you]
24511,174,you,tell,[me]
24512,174,you,going,"[to, be, the, developer, of, the, map, of, the, human, genome]"
24513,174,you,have,[expertise]
24514,174,i,got,[idea]
24515,174,i,know,[nothing]
24516,174,you,got,"[to, know, your, market, ,, your, area]"
24517,174,you,have,"[to, have, the, skills, that, it, takes, to, get, a, company, going]"
24518,174,it,takes,[that]
24519,174,skills,include,[everything]
24520,174,everybody,has,[skills]
24521,174,people,have,[set]
24522,174,it,takes,"[to, run, a, company]"
24523,174,you,require,[what]
24524,174,you,got,"[to, be, able, to, convince, us, that, you, either, have, developed, a, team, that, has, all, those, factors, in, it, ,, or, else, you, can, .]"
24525,174,you,developed,[team]
24526,174,that,has,[factors]
24527,174,you,have,"[charisma, management, style, ability]"
24528,174,people,follow,[lead]
24529,174,i,want,"[what, else, to, know, as, a, vc]"
24530,174,i,want,"[to, know, that, you, have, commitment]"
24531,174,you,have,[commitment]
24532,174,you,going,"[to, be, here, to, the, end]"
24533,174,you,going,"[to, die]"
24534,174,you,have,[to]
24535,174,they,draw,[you]
24536,174,you,keep,[money]
24537,174,you,make,[more]
24538,174,i,want,[someone]
24539,174,you,got,"[to, have, vision, to, see, where, this, is, going]"
24540,174,i,want,[product]
24541,174,i,want,[somebody]
24542,174,who,change,[world]
24543,174,i,need,[realism]
24544,174,you,get,"[to, change, the, world]"
24545,174,things,going,"[to, take, place]"
24546,174,you,have,"[to, deal, with, that]"
24547,174,you,have,"[to, have, rational, projections]"
24548,174,you,need,"[to, be, coachable]"
24549,174,i,need,"[to, know, you, have, the, ability, to, listen]"
24550,174,you,have,[ability]
24551,174,we,had,[lot]
24552,174,people,had,[experience]
24553,174,they,like,"[to, know, that, you, want, to, hear, that, experience]"
24554,174,you,want,"[to, hear, that, experience]"
24555,174,you,convey,[things]
24556,174,i,got,[integrity]
24557,174,you,got,"[to, do, a, whole, pitch, that, conveys, this, without, conveying, it]"
24558,174,that,conveys,[this]
24559,174,they,know,[nothing]
24560,174,you,take,[them]
24561,174,you,got,"[to, do]"
24562,174,it,got,"[to, start, like, a, rocket]"
24563,174,i,gotten,[millions]
24564,174,i,invested,[millions]
24565,174,that,get,[you]
24566,174,you,got,"[to, grab, their, emotional, attention]"
24567,174,you,got,"[to, take, them, on, a, very, solid, ,, steady, ,, upward, path, ,, right, from, beginning, to, end]"
24568,174,everything,has,"[to, reinforce, this]"
24569,174,you,got,"[to, get, better, and, better, and, better, ,]"
24570,174,you,got,[boom]
24571,174,you,want,"[to, get, them, to, such, an, emotional, high, they, 're, ready, to, write, you, a, check, ,, throw, money, at, you, ,, before, you, leave]"
24572,174,you,do,[that]
24573,174,you,skip,[step]
24574,174,you,need,"[to, figure, out, a, nice, ,, logical, progression]"
24575,174,you,going,"[to, do]"
24576,174,you,got,"[to, tell, me, how, you, 're, going, to, do, it]"
24577,174,you,going,"[to, do, it]"
24578,174,you,going,"[what, to, do]"
24579,174,it,got,"[to, flow, from, beginning, to, end]"
24580,174,you,got,"[to, let, me, know, there, are, touchstones, ,, to, tie, in, to, the, rest, of, the, world, out, there]"
24581,174,i,want,"[to, know, about, things, that, i, can, relate, to, :, validators, ,, or, anything, that, tells, me]"
24582,174,somebody,approved,[this]
24583,174,you,got,[award]
24584,174,people,done,[it]
24585,174,i,want,"[to, know, validation]"
24586,174,you,telling,[me]
24587,174,something,says,[me]
24588,174,this,makes,[sense]
24589,174,i,need,[upside]
24590,174,it,got,"[to, be, upside, and, believable]"
24591,174,you,tell,[me]
24592,174,you,making,[dollars]
24593,174,you,making,[dollars]
24594,174,it,got,"[to, be, both]"
24595,174,that,take,[level]
24596,174,you,have,"[to, recover, from, those]"
24597,174,we,have,[competition]
24598,174,nobody,makes,[widget]
24599,174,i,know,[somebody]
24600,174,who,made,[widget]
24601,174,you,tell,[me]
24602,174,i,discount,[half]
24603,174,you,saying,[what]
24604,174,anything,stop,[flow]
24605,174,i,have,"[to, make, the, leap, myself]"
24606,174,you,got,"[to, take, me, through, like, a, sixth, -, grader, —, dub, ,, dub, ,, dub, —]"
24607,174,you,do,[it]
24608,174,it,works,[anything]
24609,174,i,want,"[to, know, that, all, the, numbers, make, sense, together]"
24610,174,numbers,make,[sense]
24611,174,that,shows,[me]
24612,174,you,do,[presentation]
24613,174,you,run,[company]
24614,174,who,done,[this]
24615,174,you,think,[what]
24616,174,we,look,[who]
24617,174,you,want,[absolute]
24618,174,you,know,[what]
24619,174,you,know,[what]
24620,174,jobs,use,"[bullet, points]"
24621,174,you,do,[what]
24622,174,you,look,[thing]
24623,174,you,got,[thing]
24624,174,you,want,"[why, to, invest]"
24625,174,this,makes,[sense]
24626,174,we,have,[time]
24627,174,i,know,[day]
24628,174,i,need,[that]
24629,174,i,look,[it]
24630,174,it,ties,[it]
24631,174,you,give,[intro]
24632,174,you,grab,[attention]
24633,174,you,give,"[business, overview]"
24634,174,we,build,[widgets]
24635,174,we,sell,[services]
24636,174,me,know,[context]
24637,174,it,gives,[armature]
24638,174,me,put,[everything]
24639,174,you,told,[me]
24640,174,you,got,"[to, walk, me, through]"
24641,174,i,want,"[to, know, the, size, of, the, market]"
24642,174,i,want,"[to, know, your, product]"
24643,174,i,want,"[to, know, all, the, ins, and, outs]"
24644,174,people,going,"[to, buy, whatever, it, is]"
24645,174,you,selling,[what]
24646,174,you,make,[money]
24647,174,you,get,"[y, services]"
24648,174,i,want,"[to, know, what, the, business, model, is, on, a, per, -, unit, basis, ,, or, for, the, actual, product, you, 're, selling]"
24649,174,i,want,"[to, know, who, you, 're, selling, to, in, terms, of, customers]"
24650,174,you,have,[relationships]
24651,174,that,help,[you]
24652,174,this,helps,"[to, say, you, 're, bigger, than, just, one, little, thing, over, here]"
24653,174,everybody,has,[competition]
24654,174,i,want,"[to, know, exactly, what, your, competition, is]"
24655,174,that,help,"[to, know, exactly, what, your, competition, is]"
24656,174,i,want,"[to, know, how, you, 're, special]"
24657,174,you,going,"[to, prevent, them, from, eating, your, lunch]"
24658,174,you,do,"[vc, pitch]"
24659,174,i,want,"[to, know, a, year, or, two, back, ,, or]"
24660,174,i,want,"[to, know, four, or, five, years, forward]"
24661,174,i,want,"[to, know, how, that, business, model, ,, on, a, product, basis]"
24662,174,you,sell,[widgets]
24663,174,you,make,[amount]
24664,174,i,want,"[to, know, what, the, driver, is]"
24665,174,we,have,[customers]
24666,174,revenues,do,[this]
24667,174,that,gives,[picture]
24668,174,i,want,"[to, know, how, the, money, from, me, will, help, you, get, there]"
24669,174,you,going,"[to, open, an, offshore, plant, in, china]"
24670,174,you,going,"[to, spend, it, all, on, sales, and, marketing]"
24671,174,you,going,"[to, go, to, tahiti, ,, whatever]"
24672,174,you,tell,[me]
24673,174,you,want,[much]
24674,174,i,like,"[to, know, if, you, have, friends, and, family, ,, or, angel, investors, ,, or, more, vcs, before]"
24675,174,you,have,"[friends, family, angel, investors, vcs]"
24676,174,you,told,[thing]
24677,174,you,bring,[it]
24678,174,you,say,[clicks]
24679,174,it,makes,[sense]
24680,174,you,take,[me]
24681,174,you,got,"[to, wrap, it, up, to, give, me, the, final, —, boom]"
24682,174,that,going,"[to, send, me, into, space]"
24683,174,you,remember,[sequences]
24684,174,you,do,[it]
24685,174,i,wanted,[to]
24686,174,i,have,[laptop]
24687,174,which,shows,[slides]
24688,174,you,use,[keynote]
24689,174,it,got,[version]
24690,174,they,bought,[that]
24691,174,you,run,[timers]
24692,174,i,do,[10]
24693,174,we,have,"[time, presentation, tips]"
24694,174,number,use,"[presenter, mode, ovation, presenter, tools]"
24695,174,you,pace,[yourself]
24696,174,number,use,[control]
24697,174,me,touch,[computer]
24698,174,i,using,[control]
24699,174,you,follow,[suggestions]
24700,174,you,have,[presentation]
24701,174,you,want,[handout]
24702,174,that,gives,[information]
24703,174,it,has,"[to, stand, without, you]"
24704,174,number,read,[speech]
24705,174,you,making,[connection]
24706,174,you,want,[connection]
24707,174,you,doing,[what]
24708,175,you,ask,[people]
24709,175,they,think,[part]
24710,175,you,say,[people]
24711,175,i,have,[idea]
24712,175,we,do,[what]
24713,175,i,reading,[something]
24714,175,person,said,[something]
24715,175,i,n't,[idea]
24716,175,you,find,[ones]
24717,175,that,have,"[disease, something]"
24718,175,you,want,"[to, solve, the, problem, of, epidemics, and]"
24719,175,i,got,[idea]
24720,175,i,had,"[to, shake, hundreds, of, hands]"
24721,175,i,think,"[to, explain]"
24722,175,you,have,"[to, explain]"
24723,175,we,improve,[education]
24724,175,they,told,[what]
24725,175,you,have,"[to, do, something, about, how, to, moderate, that]"
24726,175,we,make,[societies]
24727,175,you,throw,[it]
24728,175,you,see,[it]
24729,175,it,rot,[it]
24730,175,you,throw,[it]
24731,175,fish,benefit,[it]
24732,175,we,have,"[to, make]"
24733,175,you,have,[many]
24734,175,that,solve,[problem]
24735,175,i,see,[problem]
24736,175,anybody,doing,[research]
24737,175,lot,want,"[to, have, children]"
24738,175,you,have,[chromosomes]
24739,175,you,got,[23]
24740,175,you,get,[one]
24741,175,you,drop,[one]
24742,175,you,skip,"[grandparent, grandparent, stage]"
24743,175,you,have,[people]
24744,175,you,give,[scanner]
24745,175,you,need,[whatever]
24746,175,they,look,"[people, scanner, whatever]"
24747,175,each,says,"[people, scanner, whatever]"
24748,175,he,likes,[one]
24749,175,child,has,[parents]
24750,175,i,suppose,[parents]
24751,175,group,have,[children]
24752,175,children,get,[plenty]
24753,175,population,nurturing,[plenty]
24754,175,population,decline,[plenty]
24755,175,clarke,wrote,[that]
24756,175,future,have,[computers]
24757,175,they,are,[whatever]
24758,175,they,stored,[whatever]
24759,175,they,have,[whatever]
24760,175,you,let,[million]
24761,175,they,do,[whatever]
24762,175,you,get,"[to, think, about, yourself, and, your, memories]"
24763,175,you,edit,[memories]
24764,175,you,change,[personality]
24765,175,who,designed,[city]
24766,175,we,have,"[to, build, super, intelligent, machines, like, hal]"
24767,175,you,contrast,[behavior]
24768,175,we,going,"[what, to, do, about, that]"
24769,175,we,face,[that]
24770,175,we,know,[years]
24771,175,nobody,lives,[years]
24772,175,they,shake,[hands]
24773,175,we,accumulate,"[skills, knowledge]"
24774,175,we,have,[genes]
24775,175,they,doing,[what]
24776,175,you,do,[whatever]
24777,175,stuff,has,[life]
24778,175,we,fix,[genes]
24779,175,people,discussing,[that]
24780,175,who,sees,[something]
24781,175,we,doing,[what]
24782,175,people,mate,"[child, genes]"
24783,175,people,have,[child]
24784,175,both,have,[genes]
24785,175,we,have,[longevity]
24786,175,we,have,"[to, face, the, population, growth, problem, anyway]"
24787,175,them,have,[child]
24788,175,that,have,[people]
24789,175,things,going,"[to, get, worse]"
24790,175,i,want,[somebody]
24791,175,which,seem,"[to, have, different, functions]"
24792,175,most,cancelling,[other]
24793,175,you,discard,"[range, goals]"
24794,175,you,think,"[range, goals, exactly, how, to, achieve, that, particular, goal]"
24795,175,you,focus,"[exactly, how, to, achieve, that, particular, goal]"
24796,175,you,throw,[everything]
24797,175,i,see,[emotions]
24798,175,you,get,[what]
24799,175,you,remove,"[100, 200]"
24800,175,i,hope,"[,, in, the, next, few, years, ,, to, show, that, this, will, lead, to, smart, machines]"
24801,175,i,skip,[rest]
24802,175,we,make,"[machines, laughter]"
24803,175,kind,facing,[you]
24804,175,we,lost,[years]
24805,175,people,learn,"[how, to, react, to, a, situation]"
24806,175,i,saying,[what]
24807,175,you,learn,[them]
24808,175,you,connect,[them]
24809,175,person,invent,[way]
24810,175,i,think,[system]
24811,175,we,make,[system]
24812,175,that,use,[things]
24813,175,i,suspect,[you]
24814,175,i,tell,[you]
24815,175,laughter,thank,[you]
24816,176,i,asked,[question]
24817,176,i,grew,[evil]
24818,176,i,surrounded,[evil]
24819,176,i,had,[friends]
24820,176,who,lived,"[dr, jekyll, hyde, scenario]"
24821,176,they,took,[drugs]
24822,176,some,killed,[it]
24823,176,some,did,[it]
24824,176,i,read,"[louis, stevenson]"
24825,176,line,like,"[to, think, is, fixed, and, impermeable, ,, with, them, on, the, good, side]"
24826,176,which,privileged,[people]
24827,176,i,want,"[to, begin, with, this, wonderful, illusion, by, [, dutch, ], artist, m.c, ., escher]"
24828,176,you,see,[what]
24829,176,that,tells,[things]
24830,176,it,tells,[something]
24831,176,lucifer,means,[light]
24832,176,it,means,"[morning, star]"
24833,176,he,disobeyed,[god]
24834,176,who,created,[hell]
24835,176,he,do,[job]
24836,176,arc,sets,[context]
24837,176,negatives,leads,[me]
24838,176,people,become,[that]
24839,176,you,google,[evil]
24840,176,revelation,abusing,[prisoners]
24841,176,who,putting,[prisoners]
24842,176,i,seen,[parallels]
24843,176,administrations,say,[what]
24844,176,i,going,"[to, deal, with, that, hypothesis]"
24845,176,i,became,[access]
24846,176,i,had,[access]
24847,176,i,had,[access]
24848,176,i,study,[him]
24849,176,him,come,"[to, know, him, analysis]"
24850,176,him,get,"[to, know, him]"
24851,176,him,do,[analysis]
24852,176,i,had,[access]
24853,176,soldiers,took,[that]
24854,176,everybody,has,"[phone, camera]"
24855,176,they,took,"[pictures, 1,000]"
24856,176,i,done,[what]
24857,176,i,organized,[them]
24858,176,they,getting,[information]
24859,176,they,going,"[to, put, pressure, on, these, soldiers, ,, military, police, ,, to, cross, the, line, ,]"
24860,176,they,give,[permission]
24861,176,images,include,"[nudity, depictions]"
24862,176,it,escaped,[you]
24863,176,i,paired,[prisoner]
24864,176,prisoner,covered,[himself]
24865,176,they,had,"[to, roll, him, in, dirt, so, he, would, n't, stink]"
24866,176,he,doing,[what]
24867,176,i,want,"[to, know]"
24868,176,you,have,"[to, reframe, it, and, ask, ,, "", what, is, responsible]"
24869,176,psychologists,try,"[to, understand, such, transformations, of, human, character]"
24870,176,you,have,"[to, be, aware, of, the, situation]"
24871,176,scientists,stop,[point]
24872,176,they,miss,[point]
24873,176,i,discovered,[that]
24874,176,system,creates,[situation]
24875,176,that,corrupts,[individuals]
24876,176,you,want,"[to, change, a, person]"
24877,176,you,got,"[to, know, where, the, power, is, ,, in, the, system]"
24878,176,effect,involves,"[understanding, human, character, transformations, with, these, three, factors]"
24879,176,people,bring,[what]
24880,176,situation,bring,[what]
24881,176,that,creates,[situation]
24882,176,that,maintains,[situation]
24883,176,people,turn,[evil]
24884,176,it,has,[lot]
24885,176,i,going,"[what, to, talk, about, today]"
24886,176,it,makes,[some]
24887,176,i,going,"[that, to, hopefully, come, to, at, the, end]"
24888,176,it,makes,[some]
24889,176,cartoon,summarizes,[talk]
24890,176,people,'s,[story]
24891,176,people,read,[story]
24892,176,you,watched,[movie]
24893,176,he,asked,[question]
24894,176,hitler,asked,[you]
24895,176,you,electrocute,[stranger]
24896,176,we,put,[you]
24897,176,we,give,[chance]
24898,176,you,do,[what]
24899,176,he,tested,[people]
24900,176,psychologists,want,"[to, understand, memory]"
24901,176,we,want,"[to, improve, people, 's, memory]"
24902,176,we,going,"[to, give, you, five, bucks, —, four, dollars, for, your, time]"
24903,176,we,want,"[college, students]"
24904,176,we,want,[men]
24905,176,they,ran,[women]
24906,176,one,told,[authority]
24907,176,you,press,[button]
24908,176,he,feel,[it]
24909,176,i,got,"[heart, condition]"
24910,176,you,notice,[danger]
24911,176,it,gets,[375]
24912,176,milgram,asks,[psychiatrists]
24913,176,they,said,[percent]
24914,176,milgram,did,[studies]
24915,176,you,see,[somebody]
24916,176,milgram,quantifying,[evil]
24917,176,citizens,committed,[suicide]
24918,176,citizens,murdered,"[family, friends]"
24919,176,he,persuaded,[them]
24920,176,i,did,[study]
24921,176,it,began,"[work, with, an, ad]"
24922,176,we,had,[ad]
24923,176,we,wanted,"[college, students]"
24924,176,people,volunteered,"[personality, tests]"
24925,176,people,took,"[personality, tests]"
24926,176,we,did,[interviews]
24927,176,we,had,[apples]
24928,176,i,going,"[to, put, them, in, a, bad, situation]"
24929,176,we,tell,[them]
24930,176,police,going,"[to, come, and, do, realistic, arrests]"
24931,176,they,took,[me]
24932,176,they,put,[hands]
24933,176,they,put,[me]
24934,176,they,drove,[me]
24935,176,they,took,[me]
24936,176,they,put,[me]
24937,176,they,put,[me]
24938,176,they,locked,[me]
24939,176,they,taking,[experiment]
24940,176,who,going,"[to, be, dehumanized]"
24941,176,guards,get,[prisoners]
24942,176,they,strip,[them]
24943,176,they,taunt,[them]
24944,176,they,begin,"[to, do, degrading, activities]"
24945,176,them,simulate,[sodomy]
24946,176,you,saw,"[simulating, fellatio, in, soldiers, in, abu, ghraib]"
24947,176,guards,did,[it]
24948,176,kids,had,[breakdowns]
24949,176,kids,had,[breakdowns]
24950,176,it,make,[difference]
24951,176,they,treat,[victims]
24952,176,they,paint,[themselves]
24953,176,they,wear,[masks]
24954,176,anthropologist,found,[cultures]
24955,176,that,had,[bits]
24956,176,they,change,[appearance]
24957,176,they,change,[appearance]
24958,176,they,change,[appearance]
24959,176,that,grease,[slope]
24960,176,you,need,[it]
24961,176,you,need,[processes]
24962,176,i,going,"[to, end, with, this]"
24963,176,psychologists,attempted,"[to, understand, how, and, why, individuals, and, groups, who, usually, act, humanely, can, sometimes, act, otherwise, in, certain, circumstances]"
24964,176,he,goes,[tale]
24965,176,study,provides,[tale]
24966,176,you,give,[power]
24967,176,they,knew,[that]
24968,176,that,created,"[abu, ghraib]"
24969,176,who,watching,[store]
24970,176,he,gave,[permission]
24971,176,they,knew,[permission]
24972,176,nobody,going,"[to, come, down, to, that, dungeon]"
24973,176,you,need,"[paradigm, shift]"
24974,176,that,recognizes,[vectors]
24975,176,solzhenitsyn,says,[line]
24976,176,you,have,"[that, to, make]"
24977,176,i,want,"[to, end, very, quickly, on, a, positive, note]"
24978,176,i,going,"[to, focus, away, from, evil]"
24979,176,who,do,[deeds]
24980,176,they,organize,[life]
24981,176,we,know,[names]
24982,176,they,have,[talents]
24983,176,that,stopped,[abuses]
24984,176,he,saw,[images]
24985,176,he,turned,[them]
24986,176,that,stopped,[it]
24987,176,they,had,"[to, put, him, in, hiding]"
24988,176,people,wanted,"[to, kill, him]"
24989,176,who,stopped,"[stanford, prison, study]"
24990,176,she,saw,[madhouse]
24991,176,you,doing,[what]
24992,176,i,ended,[study]
24993,176,i,married,[her]
24994,176,situations,have,[power]
24995,176,that,inflame,[imagination]
24996,176,we,going,"[to, end, in, a, moment]"
24997,176,we,encourage,[children]
24998,176,he,has,"[hero, workshop]"
24999,176,you,have,"[to, learn, to, be, a, deviant]"
25000,176,you,have,"[to, act, when, other, people, are, passive]"
25001,176,you,have,"[to, act, socio, -, centrically, ,, not, egocentrically]"
25002,176,i,want,"[to, end, with, a, known, story, about, wesley, autrey, ,, new, york, subway, hero]"
25003,176,he,got,[reason]
25004,176,he,got,[kids]
25005,176,he,gives,[kids]
25006,176,he,jumps,"[kids, guy]"
25007,176,he,puts,[guy]
25008,176,inch,taken,[head]
25009,176,i,did,[deal]
25010,176,anyone,do,[what]
25011,176,everyone,do,[what]
25012,176,you,going,"[to, be, a, perpetrator, of, evil]"
25013,176,you,going,"[to, be, arthur, andersen]"
25014,176,you,going,"[to, cheat]"
25015,176,you,going,"[to, allow, bullying]"
25016,176,you,pass,[it]
25017,176,it,pass,[me]
25018,176,point,thinking,[it]
25019,176,point,doing,[it]
25020,176,i,want,"[to, thank, you]"
25021,176,'s,oppose,[power]
25022,176,administration,doing,[which]
25023,177,i,spoke,"[to, talk, to, you, today, about, some, of, the, controversies, that, that, book, inspired]"
25024,177,i,like,"[to, talk, to, you, today, about, some, of, the, controversies, that, that, book, inspired]"
25025,177,book,inspired,[that]
25026,177,man,has,[nature]
25027,177,man,has,[instincts]
25028,177,people,told,[me]
25029,177,who,had,[child]
25030,177,who,has,"[child, house, pet]"
25031,177,child,acquire,[language]
25032,177,we,born,[slates]
25033,177,you,taken,[anthropology]
25034,177,anthropologist,tried,"[to, list, them, all]"
25035,177,they,range,"[to, list, them, all, to, control]"
25036,177,anthropologist,attempts,"[to, control]"
25037,177,they,measured,[distribution]
25038,177,they,coded,[correlations]
25039,177,color,indicates,[correlation]
25040,177,you,pair,[people]
25041,177,random,have,[correlations]
25042,177,who,share,[half]
25043,177,person,has,[bit]
25044,177,you,get,[pair]
25045,177,who,share,"[dna, clones, twins]"
25046,177,you,see,[areas]
25047,177,they,have,[consequences]
25048,177,they,have,[similarities]
25049,177,they,wearing,"[navy, shirts]"
25050,177,both,liked,"[to, dip, buttered, toast, in, coffee]"
25051,177,both,kept,"[rubber, bands]"
25052,177,both,flushed,[toilet]
25053,177,both,liked,"[to, surprise, people, by, sneezing, in, crowded, elevators, to, watch, them, jump]"
25054,177,story,seem,"[to, good, to, be, true]"
25055,177,you,administer,[batteries]
25056,177,you,get,[results]
25057,177,twins,show,[similarities]
25058,177,zero,equals,[zero]
25059,177,people,have,[more]
25060,177,that,justify,"[discrimination, inequality]"
25061,177,we,perfect,"[mankind, dream]"
25062,177,some,condemn,[us]
25063,177,we,hold,[truths]
25064,177,we,hold,[truths]
25065,177,some,inhibit,[others]
25066,177,humans,born,[abilities]
25067,177,we,have,[abilities]
25068,177,people,have,[impulses]
25069,177,that,counteract,[them]
25070,177,i,wrote,[draft]
25071,177,i,circulated,[it]
25072,177,i,got,[that]
25073,177,you,have,[tenure]
25074,177,who,taken,[stands]
25075,177,who,discovered,[findings]
25076,177,you,going,"[to, come, across, one, of, these, booby, traps]"
25077,177,who,did,[research]
25078,177,data,seemed,"[to, support, that]"
25079,177,they,inspired,[that]
25080,177,none,taken,[place]
25081,177,i,wanted,"[what, to, talk, about]"
25082,177,that,aroused,[response]
25083,177,slate,received,[that]
25084,177,i,put,[list]
25085,177,two,inspired,[percent]
25086,177,me,tell,[you]
25087,177,what,aroused,[responses]
25088,177,i,presented,[that]
25089,177,that,had,[something]
25090,177,we,consider,[arts]
25091,177,arts,appears,"[to, be, a, human, universal]"
25092,177,that,give,[pleasure]
25093,177,arts,said,"[to, be, in, decline]"
25094,177,i,have,[collection]
25095,177,magazines,deploring,[fact]
25096,177,i,give,[couple]
25097,177,stores,losing,[franchise]
25098,177,orchestras,diluting,[programs]
25099,177,television,increasing,[dependence]
25100,177,they,ask,[me]
25101,177,they,need,[help]
25102,177,they,get,[that]
25103,177,i,like,"[to, suggest, that, it, 's, not, a, coincidence, that, this, supposed, decline, in, the, elite, arts, and, criticism, occurred, in, the, same, point, in, history, in, which, there, was, a, widespread, denial, of, human, nature]"
25104,177,you,find,[it]
25105,177,she,meant,"[what, that]"
25106,177,newman,had,[quote]
25107,177,me,give,[example]
25108,177,move,brought,[question]
