speaker,man,man,man,woman,woman,woman,man_i-he,man_i-she,woman_i-he,woman_i-she
subject,he,i,she,he,i,she,,,,
verb,,,,,,,,,,
continue,0.1525469957630008,1.518620431183389,0.0,0.0,1.6018903169519951,0.0,1.3660734354203883,1.518620431183389,1.6018903169519951,1.6018903169519951
control,0.3050939915260017,0.7738347091470481,0.0,0.0,0.6192989549033274,0.0,0.4687407176210464,0.7738347091470481,0.6192989549033274,0.6192989549033274
convince,0.1525469957630008,1.787343900452935,0.0,0.0,1.2729460119700613,0.1805923124338364,1.6347969046899342,1.787343900452935,1.2729460119700613,1.0923536995362249
cook,0.1525469957630008,1.0109344736233936,0.3050939915260017,0.0,0.0,0.1805923124338364,0.8583874778603928,0.7058404820973919,0.0,-0.1805923124338364
copy,0.0,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.1525469957630008,0.1525469957630008,0.1805923124338364,0.1805923124338364
count,0.1525469957630008,1.0109344736233936,0.0,0.0,0.6758702199940212,0.0,0.8583874778603928,1.0109344736233936,0.6758702199940212,0.6758702199940212
cover,0.9672933864338102,3.57468780090587,0.0,0.0,0.1805923124338364,0.3611846248676728,2.6073944144720596,3.57468780090587,0.1805923124338364,-0.1805923124338364
crack,0.0,0.3411682792858146,0.0,0.0,0.4128659699355516,0.0,0.3411682792858146,0.3411682792858146,0.4128659699355516,0.4128659699355516
create,1.7355662070667304,11.04457089233387,0.3411682792858146,0.9636139595564917,7.775818718603928,0.9011602933253616,9.309004685267139,10.703402613048056,6.812204759047436,6.874658425278566
cross,0.1525469957630008,0.1525469957630008,0.0,0.0,0.9636139595564917,0.0,0.0,0.1525469957630008,0.9636139595564917,0.9636139595564917
cut,0.1525469957630008,4.596175474868304,0.1525469957630008,0.1805923124338364,0.9636139595564917,0.1805923124338364,4.443628479105303,4.443628479105303,0.7830216471226552,0.7830216471226552
dare,0.0,0.3411682792858146,0.0,0.0,0.1805923124338364,0.0,0.3411682792858146,0.3411682792858146,0.1805923124338364,0.1805923124338364
date,0.1525469957630008,0.5117524189287219,0.0,0.0,0.1805923124338364,0.1805923124338364,0.3592054231657211,0.5117524189287219,0.1805923124338364,0.0
deal,0.1525469957630008,0.7738347091470481,0.0,0.0,0.1805923124338364,0.0,0.6212877133840473,0.7738347091470481,0.1805923124338364,0.1805923124338364
deceive,0.0,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.1525469957630008,0.1525469957630008,0.1805923124338364,0.1805923124338364
decide,2.2945608986646646,46.47278741705113,0.5497783418839671,0.4128659699355516,19.393589870253265,0.4128659699355516,44.17822651838647,45.923009075167165,18.980723900317713,18.980723900317713
declare,0.0,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.1525469957630008,0.1525469957630008,0.1805923124338364,0.1805923124338364
dedicate,0.1525469957630008,0.3411682792858146,0.0,0.1805923124338364,0.1805923124338364,0.0,0.18862128352281382,0.3411682792858146,0.0,0.1805923124338364
define,0.0,0.7738347091470481,0.0,0.0,0.6758702199940212,0.0,0.7738347091470481,0.7738347091470481,0.6758702199940212,0.6758702199940212
deliver,0.3411682792858146,0.7738347091470481,0.0,0.1805923124338364,0.1805923124338364,0.0,0.4326664298612335,0.7738347091470481,0.0,0.1805923124338364
deny,0.0,0.3411682792858146,0.0,0.1805923124338364,0.4128659699355516,0.0,0.3411682792858146,0.3411682792858146,0.2322736575017152,0.4128659699355516
describe,1.6794030415069705,6.179235084545782,0.3411682792858146,0.1805923124338364,2.402835475427993,0.0,4.499832043038811,5.838066805259968,2.2222431629941566,2.402835475427993
design,2.169457758833413,7.120814247135893,0.1525469957630008,0.1805923124338364,2.602741240076628,0.0,4.95135648830248,6.968267251372892,2.4221489276427914,2.602741240076628
desire,0.0,0.3411682792858146,0.0,0.0,0.1805923124338364,0.0,0.3411682792858146,0.3411682792858146,0.1805923124338364,0.1805923124338364
determine,0.0,0.1525469957630008,0.0,0.0,0.4128659699355516,0.0,0.1525469957630008,0.1525469957630008,0.4128659699355516,0.4128659699355516
develop,1.7355662070667304,6.9852222694865365,0.0,0.9636139595564917,1.2729460119700613,0.0,5.249656062419806,6.9852222694865365,0.30933205241356965,1.2729460119700613
devise,0.1525469957630008,0.1525469957630008,0.0,0.1805923124338364,0.1805923124338364,0.0,0.0,0.1525469957630008,0.0,0.1805923124338364
devote,0.0,0.3411682792858146,0.0,0.0,0.9636139595564917,0.0,0.3411682792858146,0.3411682792858146,0.9636139595564917,0.9636139595564917
dial,0.0,0.6101879830520034,0.0,0.0,0.3611846248676728,0.0,0.6101879830520034,0.6101879830520034,0.3611846248676728,0.3611846248676728
die,1.0109344736233936,0.5497783418839671,0.0,0.3611846248676728,0.1805923124338364,0.4128659699355516,-0.4611561317394265,0.5497783418839671,-0.1805923124338364,-0.2322736575017152
dig,0.5117524189287219,1.2595522811302278,0.0,0.0,0.1805923124338364,0.4128659699355516,0.7477998622015058,1.2595522811302278,0.1805923124338364,-0.2322736575017152
discount,0.0,0.3411682792858146,0.0,0.0,0.6192989549033274,0.0,0.3411682792858146,0.3411682792858146,0.6192989549033274,0.6192989549033274
discourage,0.1525469957630008,0.0,0.0,0.0,0.1805923124338364,0.0,-0.1525469957630008,0.0,0.1805923124338364,0.1805923124338364
discover,0.3411682792858146,3.759014554498789,0.1525469957630008,0.1805923124338364,7.068926107821753,0.0,3.4178462752129746,3.6064675587357886,6.888333795387917,7.068926107821753
discuss,0.0,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.1525469957630008,0.1525469957630008,0.1805923124338364,0.1805923124338364
dislike,0.0,0.1525469957630008,0.0,0.1805923124338364,0.0,0.0,0.1525469957630008,0.1525469957630008,-0.1805923124338364,0.0
distribute,0.0,0.1525469957630008,0.0,0.0,0.0,0.1805923124338364,0.1525469957630008,0.1525469957630008,0.0,-0.1805923124338364
divide,0.1525469957630008,0.5497783418839671,0.0,0.0,0.6758702199940212,0.0,0.39723134612096633,0.5497783418839671,0.6758702199940212,0.6758702199940212
document,0.1525469957630008,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.0,0.1525469957630008,0.1805923124338364,0.1805923124338364
domesticate,0.0,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.1525469957630008,0.1525469957630008,0.1805923124338364,0.1805923124338364
doubt,0.1525469957630008,0.5497783418839671,0.0,0.0,0.4128659699355516,0.0,0.39723134612096633,0.5497783418839671,0.4128659699355516,0.4128659699355516
download,0.1525469957630008,0.9672933864338102,0.0,0.1805923124338364,0.0,0.0,0.8147463906708095,0.9672933864338102,-0.1805923124338364,0.0
drag,0.1525469957630008,0.7330377891786228,0.0,0.0,0.1805923124338364,0.0,0.580490793415622,0.7330377891786228,0.1805923124338364,0.1805923124338364
draw,1.4694776613185991,5.899498473039764,0.0,0.1805923124338364,1.782124416758086,0.1805923124338364,4.430020811721165,5.899498473039764,1.6015321043242496,1.6015321043242496
dream,0.1525469957630008,0.5497783418839671,0.0,0.1805923124338364,0.6758702199940212,0.0,0.39723134612096633,0.5497783418839671,0.4952779075601848,0.6758702199940212
drink,0.5117524189287219,0.5117524189287219,0.0,0.4128659699355516,0.0,0.0,0.0,0.5117524189287219,-0.4128659699355516,0.0
drive,0.7738347091470481,5.815695761586005,0.0,0.1805923124338364,1.4454209393347373,0.1805923124338364,5.041861052438957,5.815695761586005,1.2648286269009008,1.2648286269009008
drop,0.1525469957630008,1.61749515779743,0.5117524189287219,0.1805923124338364,0.6758702199940212,0.1805923124338364,1.4649481620344291,1.105742738868708,0.4952779075601848,0.4952779075601848
dump,0.0,0.0,0.1525469957630008,0.0,0.4128659699355516,0.0,0.0,-0.1525469957630008,0.4128659699355516,0.4128659699355516
earn,0.1525469957630008,0.7738347091470481,0.0,0.3611846248676728,0.4128659699355516,0.0,0.6212877133840473,0.7738347091470481,0.0516813450678788,0.4128659699355516
eat,0.7738347091470481,3.1937498868774075,1.0995566837679345,0.0,0.9636139595564917,0.1805923124338364,2.4199151777303594,2.094193203109473,0.9636139595564917,0.7830216471226552
elect,0.1525469957630008,0.0,0.0,0.1805923124338364,0.1805923124338364,0.0,-0.1525469957630008,0.0,0.0,0.1805923124338364
email,0.1525469957630008,0.9162972364732784,0.0,0.0,0.6192989549033274,0.0,0.7637502407102776,0.9162972364732784,0.6192989549033274,0.6192989549033274
embrace,0.0,0.7330377891786228,0.0,0.0,0.1805923124338364,0.0,0.7330377891786228,0.7330377891786228,0.1805923124338364,0.1805923124338364
emphasize,0.3411682792858146,0.0,0.0,0.0,0.1805923124338364,0.0,-0.3411682792858146,0.0,0.1805923124338364,0.1805923124338364
encounter,0.0,0.3411682792858146,0.0,0.0,1.6018903169519951,0.0,0.3411682792858146,0.3411682792858146,1.6018903169519951,1.6018903169519951
encourage,0.1525469957630008,5.10686163874256,0.0,0.0,0.6758702199940212,0.1805923124338364,4.954314642979559,5.10686163874256,0.6758702199940212,0.4952779075601848
end,0.7738347091470481,9.723778622440175,0.0,0.4128659699355516,1.949087540228988,0.1805923124338364,8.949943913293128,9.723778622440175,1.5362215702934363,1.7684952277951516
engage,0.0,0.1525469957630008,0.0,0.0,0.4128659699355516,0.0,0.1525469957630008,0.1525469957630008,0.4128659699355516,0.4128659699355516
engineer,0.0,0.1525469957630008,0.0,0.1805923124338364,0.1805923124338364,0.1805923124338364,0.1525469957630008,0.1525469957630008,0.0,0.0
enjoy,0.1525469957630008,4.229706734001369,0.0,0.0,2.3135477689570023,0.0,4.077159738238368,4.229706734001369,2.3135477689570023,2.3135477689570023
enter,0.7738347091470481,1.0109344736233936,0.5117524189287219,0.0,0.6758702199940212,0.0,0.2370997644763455,0.4991820546946717,0.6758702199940212,0.6758702199940212
entertain,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.0,-0.1525469957630008,0.0,-0.1805923124338364,0.0
entrance,0.0,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,0.1525469957630008,0.1525469957630008,0.1805923124338364,0.1805923124338364
envision,0.1525469957630008,0.3411682792858146,0.0,0.0,0.1805923124338364,0.0,0.18862128352281382,0.3411682792858146,0.1805923124338364,0.1805923124338364
escape,0.5497783418839671,0.1525469957630008,0.0,0.0,0.1805923124338364,0.0,-0.39723134612096633,0.1525469957630008,0.1805923124338364,0.1805923124338364
examine,0.0,0.1525469957630008,0.0,0.0,0.4128659699355516,0.0,0.1525469957630008,0.1525469957630008,0.4128659699355516,0.4128659699355516
expect,0.3411682792858146,8.082407211427594,0.1525469957630008,0.4128659699355516,1.5275352143640737,0.0,7.741238932141779,7.9298602156645925,1.114669244428522,1.5275352143640737
experience,0.7738347091470481,4.494063404876455,0.0,0.1805923124338364,1.782124416758086,0.0,3.7202286957294066,4.494063404876455,1.6015321043242496,1.782124416758086
explain,1.0109344736233936,7.698450369076244,0.0,0.3611846248676728,0.6758702199940212,0.0,6.68751589545285,7.698450369076244,0.3146855951263484,0.6758702199940212
explore,0.0,1.518620431183389,0.1525469957630008,0.0,1.2729460119700613,0.1805923124338364,1.518620431183389,1.3660734354203883,1.2729460119700613,1.0923536995362249
expose,0.1525469957630008,0.7738347091470481,0.0,0.0,0.1805923124338364,0.0,0.6212877133840473,0.7738347091470481,0.1805923124338364,0.1805923124338364
express,0.0,0.1525469957630008,0.0,0.1805923124338364,0.4128659699355516,0.0,0.1525469957630008,0.1525469957630008,0.2322736575017152,0.4128659699355516
face,0.5497783418839671,0.5497783418839671,0.1525469957630008,0.1805923124338364,0.1805923124338364,0.0,0.0,0.39723134612096633,0.0,0.1805923124338364
fail,0.1525469957630008,0.7738347091470481,0.0,0.1805923124338364,1.2045174494456143,0.0,0.6212877133840473,0.7738347091470481,1.023925137011778,1.2045174494456143
fake,0.3050939915260017,0.0,0.0,0.0,0.1805923124338364,0.0,-0.3050939915260017,0.0,0.1805923124338364,0.1805923124338364
fascinate,0.0,1.2595522811302278,0.0,0.0,0.9636139595564917,0.1805923124338364,1.2595522811302278,1.2595522811302278,0.9636139595564917,0.7830216471226552
fear,0.0,0.5497783418839671,0.0,0.0,0.6192989549033274,0.1805923124338364,0.5497783418839671,0.5497783418839671,0.6192989549033274,0.43870664246949104
feel,1.0109344736233936,14.26687517077449,0.0,0.1805923124338364,8.87534273937291,0.1805923124338364,13.255940697151097,14.26687517077449,8.694750426939073,8.694750426939073
fell,0.0,1.2595522811302278,0.1525469957630008,0.0,0.9636139595564917,0.0,1.2595522811302278,1.107005285367227,0.9636139595564917,0.9636139595564917
felt,1.2595522811302278,8.290638859005186,0.3411682792858146,0.0,8.83615763477719,0.1805923124338364,7.031086577874959,7.949470579719372,8.83615763477719,8.655565322343355
fight,0.0,1.4694776613185991,0.0,0.0,0.1805923124338364,0.0,1.4694776613185991,1.4694776613185991,0.1805923124338364,0.1805923124338364
figure,1.0109344736233936,4.911343250327061,0.0,0.0,1.5275352143640737,0.1805923124338364,3.9004087767036673,4.911343250327061,1.5275352143640737,1.3469429019302372
fill,0.1525469957630008,1.7355662070667304,0.0,0.1805923124338364,0.1805923124338364,0.1805923124338364,1.5830192113037296,1.7355662070667304,0.0,0.0
