19.4292	2.1577
28.8781	-0.7097
34.6846	3.6861
35.9826	-0.8596
6.1565	-2.5019
23.0472	4.9459
18.8576	0.5402
17.0415	-8.8989
15.2266	0.0545
24.0553	-0.8407
24.2800	1.4195
15.0450	-2.2784
36.7147	-13.2217
2.3251	-0.4964
2.8510	1.9860
27.4809	-12.2707
12.3286	-2.7587
11.1164	-1.5215
23.7351	-16.0960
18.1948	0.8607
10.2307	-4.9398
12.4685	-2.0753
6.4974	0.5752
26.9516	-10.3862
13.1584	-2.7257
28.5004	0.7892
23.4055	-4.3723
3.9387	-1.5973
3.5301	0.5495
11.9606	-1.6136
10.6492	1.0678
5.2161	0.5230
19.5622	2.0586
12.2385	-3.5663
21.7931	-3.3274
24.7123	-0.0217
24.5721	-4.0574
18.6034	3.1463
33.5996	-3.0944
15.4136	-6.1265
15.5659	-4.2164
7.1794	-1.0160
3.1393	1.8957
21.8222	-6.8583
26.2388	0.1946
13.2572	-3.1273
14.6695	0.0692
2.6541	0.4791
24.0801	-15.3576
17.1819	-12.2121
23.7251	0.5062
19.8655	6.4067
20.7252	3.4893
9.9532	0.1229
13.9717	0.9608
28.4003	6.2493
12.8872	-0.3376
23.0669	-4.0952
49.2774	-17.8417
19.0229	4.8964
13.9645	-8.7162
4.9394	3.3755
5.5159	-1.3756
33.7652	2.7336
9.5559	1.8229
18.8004	1.0843
23.7221	0.4243
19.1565	-4.1721
19.3314	-5.0063
22.2333	-4.5640
21.1505	-8.1910
21.5621	0.3972
26.9899	0.4658
19.0639	13.0384
18.7226	-2.6431
14.8430	6.5141
16.2147	-9.3374
23.0496	-2.8449
17.3728	-2.9467
33.0831	-10.8839
11.4154	-3.9350
27.2916	-5.7076
14.9292	-14.6351
32.4648	0.7984
14.8462	4.5647
20.8516	-3.4831
8.2825	-2.4702
15.1113	2.7053
21.4333	-0.5793
14.1578	1.9575
8.6193	-0.5017
26.8294	1.9823
27.5921	-4.6528
15.2072	1.2134
21.4614	-0.7750
20.8184	3.6789
18.8161	1.3012
10.0503	-1.0373
24.2955	1.9567
13.6895	4.5176
27.7522	-5.6999
8.4608	-0.3328
25.7736	11.4585
32.6632	-9.9604
9.5358	-0.7235
24.0467	1.0728
23.7706	-1.5558
17.5337	-10.0908
27.4170	3.3602
40.9177	11.8906
22.3866	1.5196
20.8452	-3.2763
19.7031	3.0126
36.8794	8.3141
8.2998	-2.2116
1.1346	-0.3595
18.4815	2.0843
24.9376	-0.6201
6.5089	0.4431
25.5263	5.9395
25.7068	-0.2228
24.9174	7.8641
4.4285	-0.7506
15.5558	0.4655
24.0179	0.2388
17.4990	-0.3010
16.0843	-4.1466
25.4475	-4.5521
19.6224	10.6943
7.6054	-2.0205
6.4811	0.2652
24.7252	0.2004
17.3969	-0.3618
6.4218	-2.1734
4.7414	-2.1527
30.8922	-4.3821
32.4413	0.4427
12.5353	1.8810
22.5392	-2.9044
37.6414	17.7118
18.7670	-2.6488
6.6850	1.6207
23.6557	-0.4612
8.4101	0.1748
17.8593	4.0332
14.8953	0.9459
7.7998	-3.4465
34.9943	5.0212
29.0064	-13.5924
26.6914	5.6520
20.4905	1.0550
8.2366	1.1158
4.4039	-0.1703
18.7939	1.1048
11.8048	-1.0276
38.5794	-3.2451
6.9456	-1.4102
10.0365	0.2700
8.9760	-2.6737
28.1342	0.0508
10.0796	3.0680
21.8134	-1.3241
12.1677	-1.8177
8.7966	-1.6871
25.3168	-2.7658
5.8087	-0.3679
12.3140	-2.3351
23.1657	-0.9231
5.9246	-0.7235
29.2658	7.5967
16.7692	0.3911
7.9477	-6.0716
8.9182	1.5678
13.0783	-1.2966
11.7598	-4.0813
20.5922	8.1794
16.8905	-0.0049
18.0488	5.3211
6.4118	-1.0289
32.4976	-2.1873
24.1569	-5.5888
19.3423	-4.9104
19.5926	-3.4457
15.4335	8.1454
20.3935	-1.5043
36.4256	-4.5627
29.5417	0.1122
23.4516	-11.5200
14.7274	-4.6882
3.7634	-0.1667
14.9956	-2.9174
3.1264	-1.1165
7.4477	-1.4165
26.4254	-2.3195
24.9977	-0.4745
23.4706	2.9516
14.4058	4.3852
7.3595	-1.1565
17.7974	4.7904
24.6257	-1.3518
16.0293	9.5486
31.3973	-10.8664
25.2297	5.5103
15.1104	1.1681
4.7413	-0.4013
9.0497	0.7232
14.1967	-3.9389
12.9462	-4.3244
23.7731	4.9445
16.7538	-2.1643
14.3572	-3.0865
27.6088	-4.3265
29.6478	-4.1646
27.5523	1.7045
22.2655	3.3988
8.3529	-4.0497
9.5762	0.2480
16.9891	1.9309
23.0341	-5.6697
2.8082	0.0153
34.3019	-0.1928
19.8384	-4.3802
16.6599	-4.2750
32.9860	3.9085
34.0033	2.6156
25.9725	-0.8947
13.1786	-4.2307
19.7334	-2.2929
8.4500	-1.5657
19.7839	-12.4626
21.0269	3.7690
13.1328	-0.5454
13.1431	-2.5503
12.2281	-2.9630
21.9509	-4.6976
38.2270	-11.8205
23.6998	-2.1223
19.6992	5.7272
11.5921	0.7883
20.1102	1.4025
12.8038	-5.3967
14.0511	-6.1119
20.9413	-1.1426
22.8206	8.1052
27.1883	4.9210
35.4808	1.0295
11.1212	0.6658
12.5621	0.4715
21.2403	-3.3450
15.9978	3.5064
15.3065	1.0334
10.1019	-2.4716
23.0392	2.5824
12.2752	-0.6531
8.7492	1.8960
19.8384	5.1212
19.6527	4.7674
12.1684	-4.8222
15.3795	0.8675
23.6284	3.9395
19.4711	-1.7285
